Smiles,NET_pIC50_rat,DAT_pIC50_rat,DAT_pIC50_human,B1_pEC50_human,B3_pEC50_human,A1a_pEC50_human,B2_pEC50_human
COc1ccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1CC(C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
N#Cc1ccc2cc(OCC3CCNCC3)ccc2c1,,,5.22184875,,,,
COc1ccc(CCNC[C@@H](O)COc2cccc(O)c2)cc1,,,,,5.698970004,,
OC1(N2CCCN=C2c3c1ccc4ccccc34)c5ccc(Cl)cc5,,7.431798276,8.677780705,,,,
CCc1ccc(CC(C)(C)NCC(O)c2ccc(O)c(CO)c2)cc1,,,,,,,6.769551079
OC1(N2CCN=C2c3ccccc13)c4cccc(c4)C(F)(F)F,,6.638272164,,,,,
COc1ccc(cc1)C2C3CCC(CC3)C2CN(C)C,,6.420216403,,,,,
Cc1cc(on1)[C@@H]2C3CCC(C[C@@H]2c4ccc(Cl)c(Cl)c4)S3,,,7.361510743,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3coc(COc4ccc(cc4)C(F)(F)F)n3)cc1)c5cccnc5,,,,,6.677780705,,
COC(=O)[C@H]1[C@H](CCc2ccccc2)C[C@H]3CCC1N3C,,8.004364805,,,,,
CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccc(N)cc3)cc2,,,,,8.585026652,,
Fc1ccc(cc1)C(OCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)c5ccc(F)cc5,,9.15490196,,,,,
CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,,,6.567030709,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(CCCC4CCCCC4)n3)cc1)c5cccnc5,,,,,7.721246399,,
COc1cccc(CCNC(=O)c2cc3cc(C[C@@H](C)NC[C@H](O)c4ccc(O)c(CO)c4)ccc3[nH]2)c1,,,,,,,9.595166283
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3oc(CC4CCCC4)nc3)cc1)c5cccnc5,,,,,7.721246399,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)Oc4ccc(C)cc4,5.893809103,7.568636236,,,,,
Brc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,6.696803943,,,,
C[C@H](CNc1ccc(cc1)C(=O)O)NC[C@H](O)c2cccc(Cl)c2,,,,6.199970641,6.100179498,,5.500038134
C1[C@H](Cn2ccnc12)c3ccccc3c4cccnc4,,,,,,9,
CN1C2CCC1C3COC(=O)CCCCC(=O)Nc4ccc(cc4)C3C2,,,6.050609993,,,,
CC1CCN(CC1)S(=O)(=O)Nc2ccc(OCCNC[C@H](O)c3cccnc3)cc2,,,,,5.866461092,,
CCC(=O)C1C2CCC(CC1c3ccc(C=C)cc3)N2,,8.823908741,,,,,
OCC(NCCc1c[nH]c2ccccc12)c3ccc(O)c4NC(=O)C=Cc34,,,,,,,6.500312917
NCC1CC1(C(=O)N2CCOCC2)c3ccccc3,,,5.13076828,,,,
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(CC(=O)Nc5ccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5)c4,,,,,,,9
Cc1ccccc1O[C@@H]2CC[C@@H](N)c3ccccc23,,,6,,,,
O[C@@H](CNCCc1ccc(cc1)c2ccc(CC(=O)O)cc2)c3cccc(Cl)c3,,,,6.522878745,7.494850022,,
O[C@@H](CNCCc1cc2cccc(OCC(=O)O)c2[nH]1)c3cccc(Cl)c3,,,,,10.22184875,,
CN1[C@@H]2CCC1C([C@H](C2)OC(=O)c3ccccc3)C(=O)OCCc4ccc(NC(=O)CBr)cc4,,7.214670165,,,,,
COc1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,,,,,7.886056648,,
CC(N)Cc1ccc2OCOc2c1,6.575118363,,6.050609993,,,,
CN1C2CCC1[C@H]([C@H](C2)OC(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)OCCc5ccccc5,,8.585026652,,,,,
CNCCC[C@@H](c1cccs1)c2cccc3[nH]ccc23,,6.019088062,,,,,
CN1CC[C@@H]([C@H](C1)c2onc(n2)c3ccc(Cl)cc3)c4ccc(Cl)cc4,5.390405591,8.387216143,,,,,
CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.342944147,,,,
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(C)cc3)N2CC#CCF,,,8.714442691,,,,
C[C@H](Cc1ccc(OCC(=O)NO)cc1)NC[C@H](O)c2cccc(Cl)c2,,,,,5.793174124,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)N3CCN(CCCC(F)(F)F)C3=O)cc1)c4cccnc4,,,,,7.744727495,,
CCOc1n[nH]c2cc(OCCNC[C@H](O)c3cccc(NS(=O)(=O)C)c3)ccc12,,,,,7.148741651,6.557520231,
CC(C)N(C)CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3cccc(Cl)c3,,,,,,,8.301029996
O[C@@H](CNCCc1ccc(NC(=O)Cc2ccccn2)cc1)COc3ccc(O)cc3,,,,5.568636236,5.568636236,,
COc1ccc(OC)c(c1)C(O)C(C)N,,,,,,6.142667504,
CCC(N)Cc1ccc2NCCc2c1,6.301029996,5,,,,,
Fc1cc(ccc1Cl)C(CC2CNC2)Oc3ccccc3Cl,,,6.785156152,,,,
CN(C)C[C@@H]1C2CCC(C2)[C@H]1c3ccc4ccccc4c3,,,7.031517051,,,,
CN1CC2CCC(C1)C2(O)c3ccccc3,,5.010105436,,,,,
OCC(NCCCCc1ccccc1)c2ccc(O)c3NC(=O)C=Cc23,,,,,,,7.886056648
COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)ccc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9.599999383
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CC(=O)NCc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5)cc4,,,,,,,9
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4onc(c4)c5ccc(Cl)cc5,,,7.958607315,,,,
Clc1ccc(cc1Cl)C2CC(N3CCCCC3)c4ccccc24,7.102372909,7.102372909,,,,,
CN1CC[C@@H]([C@@H](COC(=O)C)C1)c2ccc(Cl)cc2,,6.336299075,,,,,
C(Oc1ccccc1c2ccccc2)C3=NCCN3,,,,,,8.494850022,
CNCCNC1(CCCCC1)c2cc3ccccc3s2,,7.769551079,,,,,
CN(C)C1CC(c2ccc(Cl)cc2)c3ccccc13,7.638272164,8.356547324,,,,,
O[C@@H](CNCCc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,,,,,,,9.800000875
C(CN1CCCN(C\C=C\c2ccccc2)CC1)OC(c3ccccc3)c4ccccc4,,9.22184875,,,,,
CCCCCCCCc1csc(n1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,8,,
CO\N=C\c1ccccc1NCC2=NCCN2,,,,,,7.292429824,
CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)N,,,4.677780705,,,,
COC(=O)[C@@H]1C2CCC(C2)CC1c3ccc4ccccc4c3,,,7.602059991,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(Cc3nc(CCc4ccccc4)cs3)cc2)cc1)c5ccccc5,,,,,7.48148606,,
CN(C)CC1(CCCCC1)c2ccc(cc2)C(F)(F)F,,,6.571865206,,,,
CCCCn1ncnc1c2ccccc2NCC3=NCCN3,,,,,,6.698970004,
O[C@@H](CNCCc1ccc(NC(=O)Cc2ccncc2)cc1)COc3ccc(O)cc3,,,,6.585026652,6.283996656,,
CNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,,8.853871964,,
CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)ccc12)[C@@H]5CC[C@H](CC5)OC(=O)C(O)(c6cccs6)c7cccs7,,,,,,,9.599999383
CCN1CCN(CC1)c2ccc(NC(=O)c3oc(cc3)[N+](=O)[O-])cc2Cl,,,,,,,5.206209615
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,,,,,,7.292429824,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(Cc4ccc(F)c(F)c4)n3)cc1)c5cccnc5,,,,,8.22184875,,
CCCCC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCCCC2c3cccnc3,,,,,,,7.491604967
Fc1cccc(Oc2cc(c(C#N)c(n2)N3CCC4(CC3)CNCCO4)C(F)(F)F)c1,,,7.250263684,,,,
Cc1ccc(C(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c(c1)N4CCCC4,,,,,7.119186408,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2cccc(N)c2,,6.576754126,,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(cc2)N3CCC(CC3)NC(=O)Cc4ccccc4,,,,,,,6
COc1cccc(OC)c1CNC(=O)c2cc3cc(C[C@@H](C)NC[C@H](O)c4ccc(O)c(CO)c4)ccc3n2Cc5ccccc5,,,,,,,9.163043263
CN1C2CCC1[C@@H](COC(=O)C)[C@H](C2)OC(=O)c3ccc(I)cc3,,5.523603173,,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(CN4OC(=O)NC4=O)cc3,,,,,7.698970004,,
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(Cl)cc5,,7.698970004,,,,,
CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)N,,,5.549750892,,,,
CCCCCCCCN(C)C(=O)N1CCc2cc(ccc12)S(=O)(=O)Nc3ccccc3,,,,,7.744727495,,
O[C@@H](CNCCc1ccc(NC(=O)c2cccc(CCn3cccc3)c2)cc1)c4cccnc4,,,,,8.161150909,,
Cc1nc(cs1)c2ccc(CCNC[C@H](O)c3ccc(Cl)c(NS(=O)(=O)C)c3)cc2,,,,,6.638272164,,
COc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3ccccc3)cc2,,,,7.080921908,9.102372909,,
CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCCCC2c3cccnc3,,,,,,,6.970616222
O[C@@H](CNCCc1ccc(NC(=O)Cc2cccc(Cl)n2)cc1)COc3ccccc3,,,,7.366531544,7.259637311,,
COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(C)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9.499999679
OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCCCc2cccc(c2)S(=O)(=O)N3CCCCC3,,,,6.899629455,6.801342913,,9
CN1CCC(CCc2c[nH]c3ccccc23)CC1,4.397940009,5.187086643,,,,,
CCC(CC)OC(=O)c1ccccc1NCC2=NCCN2,,,,,,7.698970004,
O[C@@H](CN[C@H]1CCc2ccc(Oc3cccc(c3)C(=O)O)cc2C1)c4ccc(Cl)cc4,,,,6.48148606,8.318758763,,
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(OC)cc3)N2C,,,8.187086643,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)C,,,7.045757491,,,,
Clc1ccc(cc1Cl)[C@@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,,,6.303643611,,,,
C[C@H](CNc1ccc(cc1)c2occ(n2)C(=O)O)NC[C@H](O)c3cccc(Cl)c3,,,,7.886056648,,,7
COc1ccc(F)cc1CCC[C@H]2CC[C@H](CN)O2,,,5.118159032,,,,
Fc1ccc(CN2CCC(CCOC(c3ccccc3)c4ccc(F)cc4)CC2)cc1,,7.853871964,,,,,
[O-][N+](=O)c1ccc(CN2CCC(CCOC(c3ccccc3)c4ccccc4)CC2)cc1,,7.785156152,,,,,
OC1(N2CCCN=C2c3ccccc13)c4ccc(CN5CCCCC5)cc4,,5.920818754,,,,,
CO[C@@H]1CC2C[C@H](CC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,,7.602059991,,,,,
C1[C@H](Cn2ccnc12)c3ccccc3c4ccccc4,,,,,,7.920818754,
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(F)cc2,,7.455931956,,,,,
O=C1CC[C@@H]([C@H]2CCCCN12)c3ccccc3,,5.07109231,,,,,
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3cccs3)N2C,,6.590066877,,,,,
COc1ccc(cc1)C([S+]([O-])Cc2csc(n2)C3CC3)c4ccc(OC)cc4,,,3.980053318,,,,
NCC1CCC(CCc2ccccc2)O1,,,6.289882635,,,,
CCOC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,,8.958607315,,
Fc1ccc(cc1)C(OCCC2CCN(CCCc3ccccc3)CC2)c4cccs4,,7.931814138,,,,,
Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,5.185752404
COc1ccccc1OCCNC[C@H](O)COc2ccc(O)c(O)c2,,,,6.522878745,,,4.900008766
C1Cc2c(cccc2c3cn[nH]c3)C1c4ncc[nH]4,,,,,,7.853871964,
C[C@H](Oc1ccc(CCNC[C@@H](O)c2ccccc2)cc1)C(=O)O,,,,,6.742321425,,
CNC(C)C1(CCCCC1)c2ccc(Cl)c(Cl)c2,6.638272164,6.823908741,7.522878745,,,,
CCOc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3NC(=O)COc23)cc1,,,,6.698970004,,,7.823908741
CCN(Cc1ccncc1)Cc2cccc(c2)c3ccc(CCNCCc4ccc(O)c5NC(=O)Sc45)cc3,,,,,,,6.500312917
CC1(C)Cc2c(CO1)c(nc3sc4c(NCCN)ncnc4c23)N5CCOCC5,,,,,,,6.801342913
COc1ccc(cc1)[C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OCCc4ccc(N)c(Br)c4)N3C,,,8.48148606,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(NCC(O)c3ccc4ccccc4c3)cc2,,,,,,,7.301029996
CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,,,,7.920818754,8.301029996,,6.036212173
CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)c3ccc(CC4NCCc5cc(O)c(O)cc45)cc3,,,,5.744727495,8.22184875,,6.468521083
OCC(NCCc1ccc(Cl)cc1)c2ccc(O)c3NC(=O)C=Cc23,,,,5.799970733,,,7.397940009
Clc1ccc(cc1Cl)N2CCN3CC2CCC3C(c4ccccc4)c5ccccc5,5.095284455,6.677780705,,,,,
CN(C)C(=N)NC1=NC(=O)C(=Cc2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4ccccc4)S1,,,,,6.026872146,,
COC(=O)[C@@H]([C@H]1CCCC[NH2+]1)c2ccccc2,,6.638272164,,,,,
C[C@@H](O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)Cc3ccc(cc3)c4ccc(C[C@H](N)C(=O)O)cc4)[C@@H](C)OCc5ccccc5)C(=O)NCC(=O)O,,4.698970004,,,,,
CN1C2C[C@@H](CC1[C@@H](O)C2)OC(c3ccc(F)cc3)c4ccc(F)cc4,,7.920818754,,,,,
Fc1ccc(cc1)C(OCCC2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4,,7.777283529,,,,,
OCc1cc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)ccc1O,,,,8.455931956,10.69897,,
COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c3ccccc13,,,,,,,8.408935393
Cc1cccc(Sc2ccccc2N3CCNCC3)c1C,,6.769551079,,,,,
COCc1oc(CN2CCCC(C2)C(=O)Nc3ccc(cc3)c4cccc(OC)c4)cc1,,,,,,,3.216453718
Cc1ccc(cc1)N(Cc2ccc3ccccc3c2)C4CNC4,,,6.15739076,,,,
CN(C)[C@H]1CC[C@H](C1)c2c[nH]c3ccc(F)cc23,,,5.677780705,,,,
CN1C2CCC1C(C(C2)c3ccc(C)cc3)c4onc(c4)c5ccc(Cl)cc5,5.156144577,8.058488567,,,,,
O[C@@H](CNCCOCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,,,,7.494850022,,,9.300000202
Clc1ccc(cc1Cl)C23CCN(CC2)Cc4cc(Oc5cnccn5)ccc34,,,7.469800302,,,,
COC(=O)[C@@H]([C@H]1CCCCN1Cc2cccnc2)c3ccccc3,,6.761953897,,,,,
COC(=O)C1C2CCC(C[C@H]1c3ccccc3)N2C,,7.638272164,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(CCC(=O)N4CCCC4)n3)cc1)c5cccnc5,,,,,6.920818754,,
Cl.Fc1cc(ccc1Cl)[C@@H]2OCCNC[C@H]2CN3CCCCC3=O,,,6.886056648,,,,
CCCC(N1CCCC1)C(=O)c2ccc(I)cc2,,,7.494850022,,,,
Cl.CC(NC1CC1)C(=O)c2ccc(C)c(Cl)c2,,6.227678293,,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2cccc(I)c2,,,7.853871964,,,,
Clc1ccc(Oc2ccccc2C3=NCCN3)cc1,,6.721246399,,,,,
CC1(C)COC(=N1)c2ccc(cc2)C(O)c3ccc(Cl)cc3,,5.455931956,,,,,
NCC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,7.301029996,,,,
CNC1CCC(c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N,,,7.045757491,,,,
Cc1nnc2sc(C(=O)NCc3ccc(cc3)S(F)(F)(F)(F)F)c(N)c2c1C,,,6.823908741,,,,
CC(=O)N1CCN(CC1)c2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2,,,,,,,5
OC(CCN1CCC(O)(Cc2ccccc2)CC1)c3ccc(Cl)c(Cl)c3,,,6.248720896,,,,
Fc1ccc(cc1)C(OCCN2CCCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,,8.585026652,,,,,
C(Cn1nnnc1C(c2ccccc2)c3ccccc3)N4CCN(C\C=C\c5ccccc5)CC4,,,6.026872146,,,,
O[C@@H](CNCCc1ccc(NC(=O)c2ccccc2c3nc4ccccc4s3)cc1)c5cccnc5,,,,,7.443697499,,
COC(=O)C1=C(CC2CCC1O2)c3ccc(cc3)c4occc4,,,6.991399828,,,,
Cc1ccc2C(CCc2c1NS(=O)(=O)C)c3ncc[nH]3,,,,,,7.48148606,
OCCN1CCN(CC1)C2CC(c3ccc(F)cc3)c4ccc(F)cc24,,7.356547324,,,,,
CCC(C)OC(=O)c1ccccc1NCC2=NCCN2,,,,,,8.886056648,
Fc1ccc(cc1)C(OCCC2CCN(CCc3ccccc3)CC2)c4ccc(F)cc4,,7.701146924,,,,,
COC(=O)[C@H]([C@@H]1CCCCN1)c2ccccc2,,7.080921908,7.701146924,,,,
CC(C)Oc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,,,,6.886056648,9,,
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccc(C)cc4,,6.290730039,,,,,
Cl.CC(C)(CCc1ccc(O)cc1)NC[C@H](O)c2cc(O)cc3NC(=O)COc23,,,,8.26760624,,,10.58999929
CS(=O)(=O)Nc1ccc(F)c(c1)[C@@H](O)CN,,,,,,6.801342913,
C(CNC1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4,,,6.408935393,,,,
Clc1ccccc1N2CCN(CCCn3nnnc3C(c4ccccc4)c5ccccc5)CC2,,,5.995678626,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1)c3cccnc3,,,,,7.113509275,,
CC(C)(C)OC(=O)c1ccccc1NCC2=NCCN2,,,,,,8.102372909,
COC(=O)C1[C@@H](CC2CCC1N2C)OC(=O)c3ccccc3,,5.210419288,,,,,
Cl.COc1ccccc1CCC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23,,,,8.853871964,,,10.62000596
O[C@@H](CNCCc1ccc(NC(=O)Cc2nccn2Cc3ccc(Cl)cc3)cc1)COc4ccccc4,,,,6.568636236,7.13076828,,
CCCC(N1CCCC1)C(=O)c2ccc(O)cc2,,,7.303643611,,,,
Fc1ccc(cc1)C(OCCN2CCN(CCCc3nc4ccccc4[nH]3)CC2)c5ccc(F)cc5,,8.602059991,,,,,
OCc1cc(O)ccc1OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34,,,,,8.769551079,,
Oc1ccc(cc1)N2CCN3CC2CCC3C(c4ccccc4)c5ccccc5,,6.235823868,,,,,
COC(=O)C(C1CCCC1)c2ccc(Cl)c(Cl)c2,,,7.327902142,,,,
Clc1ccc(cc1)C(=O)c2ccc(cc2)C3=NCCN3,,5.508638306,,,,,
Fc1cccc(Oc2cc(F)cc(c2)N3CCC4(CC3)CNCCO4)c1,,,8.379863945,,,,
CNC[C@@H]1CCC[C@H]1c2ccc3[nH]cc(C#N)c3c2,,,6.124938737,,,,
CN1C2CCC1C(C(C2)c3ccccc3)c4ccccc4,,7.552841969,,,,,
CS(=O)(=O)c1ccc(cc1NCC2=NCCN2)C(F)(F)F,,,,,,5.960189446,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(c2)C(F)(F)F)c3ccccc13,5.30980392,6.30980392,,,,,
Clc1cccc(c1)c2ccc(cc2)C(=O)N3CCN(CC3)c4ncccn4,,,5.468521083,,,,
C(CN1CCN(CCCn2nnnc2C(c3ccccc3)c4ccccc4)CC1)Cc5ccccc5,,,5.786216701,,,,
C[C@H](CNc1cccc(CC(=O)NS(=O)(=O)c2ccc(C)cc2)c1)NC[C@H](O)c3cccc(Cl)c3,,,,,8.200659451,,
I\C=C\CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1,,6.296708622,,,,,
CN1CCc2cc3OCOc3c4c5ccc(O)cc5c(C)c1c24,,4.211831629,,,,,
COc1cc2Oc3c(O)ccc(CCN(C)C)c3C=Cc2cc1OC,,4.872895202,,,,,
Nc1n[nH]c(n1)N2CCC(CC2)N3CCOC[C@@H]3Cc4ccc(Cl)cc4,,5.102372909,6.522878745,,,,
CCC(=O)C1C2CCC(CC1c3ccc(C)cc3)N2C,,8.37675071,,,,,
CCCC1[C@H](C[C@H]2CC3CCN2C13)c4ccc(C)cc4,,,6.244125144,,,,
O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45,,,,,,,9.200000237
NC(=O)CS(=O)Cc1ccccc1c2ccc(Cl)cc2,,6.397940009,,,,,
C(CN1CCC(Cc2ccccc2)CC1)Cn3nnnc3C(c4ccccc4)c5ccccc5,,,7.026872146,,,,
Fc1cccc(Oc2cc(F)c(F)cc2N3CCC4(CC3)CNCCS4(=O)=O)c1,,,6.219682688,,,,
COc1ccc(cc1)[C@H]([S@+]([O-])Cc2cncs2)c3ccccc3,,,4.440093375,,,,
CC1(C)NCC(c2ccc(Cl)c(Cl)c2)c3ccc(cc13)c4ccc(nn4)C(F)(F)F,,,7.552841969,,,,
CCN(CC)C(C)C(=O)c1cccc(Cl)c1,,,5.758453519,,,,
CNC[C@H]1OCc2ccccc2[C@H]1Oc3ccccc3C(F)(F)F,,,5,,,,
CC(=C)c1ccc(CN2CCC(CCOC(c3ccccc3)c4ccccc4)CC2)cc1,6.079876674,7.935542011,,,,,
COc1cccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)c1,,,,7.15490196,6.795880017,,7.698970004
CS(=O)(=O)c1cccc(F)c1NCC2=NCCN2,,,,,,7.37675071,
Nc1c2CCCc3ccccc3c2nc4ccccc14,5.744727495,,,,,,
C1CCCN(CC1)C2(CCCCC2)c3cc4ccccc4s3,,7.443697499,,,,,
C[N+]1(CCCCCCCCCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)[C@@H]4C[C@@H](C[C@@H]1[C@H]5O[C@@H]45)OC(=O)C(O)(c6cccs6)c7cccs7,,,,,,,9.045757491
C[C@H](CNc1ccc(CCC(=O)O)cc1)NC[C@H](O)c2cccc(Cl)c2,,,,6.600326279,7.602059991,,6.400116928
C1CCC(CC1)(N2CCCC2)c3cc4ccccc4s3,,8.173925197,,,,,
COc1ccccc1CNCc2ccc(CCNC[C@@H](O)c3ccc(O)c4NC(=O)Sc34)cc2,,,,,,,8.102372909
O[C@@H](CNCCCCCCCCCN1CCC(Cn2cnc(n2)C(O)(C3CCCCC3)c4ccccc4)CC1)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,7.677780705
NC1(CO)CCN(CC1)c2nc(Oc3cccc(F)c3)cc(n2)C(F)(F)F,,,8.390405591,,,,
CS(=O)(=O)NC(=O)c1ccc(cc1OC2CCCCC2)c3ccc(CCNC[C@H](O)c4ccc(N)cc4)cc3,,,,,9.301029996,,
COC(=O)C1=C(CC2C[C@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,,,8.132532512,,,,
CCc1cc2CC(C)(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,,,,,,,9.552841969
Fc1cccc(Oc2ccc(F)c(c2)N3CCC4(CC3)CNCCO4)c1,,,7.560667306,,,,
C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(OS(=O)(=O)c4ccccc4)c3,,,,,7.494850022,,
NCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,,,5.187889159,,,,
CCCOC(=O)[C@H]1[C@H](C[C@H]2CCC1N2C)OC(=O)c3ccccc3,4.802554028,6.718966633,,,,,
COc1cc(C)nc(C[S+]([O-])C(c2ccccc2)c3ccccc3)n1,,,4.043351421,,,,
Fc1ccc(CNC2CCC(C(c3ccccc3)c4ccccc4)N(Cc5ccc(F)cc5)C2)cc1,4.899629455,5.906578315,,,,,
C[C@H](Cc1cccc(CC(=O)NCc2ccc(C)c(C)c2)c1)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,,,,,,,10.22184875
CN1C2CCC1C(C(C2)c3ccc(C)cc3)c4onc(C)c4,6.595166283,9.031517051,,,,,
CC(=O)c1cccc(c1)S(=O)(=O)N2CCCC(C2)c3onc(n3)c4oc(C)cc4,,,,,,,6.844663963
CN(C)CC1CC1c2cccc3ccccc23,,,4.48148606,,,,
CN(C)C(=O)[C@@H]1CNCCO[C@H]1c2ccc(Cl)c(Cl)c2,,,7.15490196,,,,
Clc1ccc(cc1Cl)[C@@]23CNCC2C3,,,6.88941029,,,,
