smiles,pEC50_GluN_e2z1_rat,pEC50_GluN_e3z1_rat,pEC50_GlyT1_human,pEC50_GlyT2_human,pIC50_GABAa1b2g2_human,pEC50_GluA_human,pKi_GABA_a1b3g2_human,pKi_GABA_a2b3g2_human,pKi_GABAa5b3g2_human,pKi_GABA_a3b3g2_human
COc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(Br)c2)cc1,5.408935393,5.744727495,,,,,,,,
CC(CNS(C)(=O)=O)c1ccc(cc1)-c1ccccc1F,,,,,,4.707743929,,,,
COc1ccc(cc1)-c1ccc(=[NH2+])n(CCCC(O)=O)n1,,,,,,,,7.460046158,,
Cc1ncn-2c1Cn1ccnc1-c1cc(Br)ccc-21,,,,,,,,,8.180456064,
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1cccc(C)c1,,,,,,5.680893941,,,,
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(cc1)C#N,,,,,,6.394694954,,,,
O=C1NCC(c2ccccc2)C11CCN(CC1)C1(CCCOC1)c1ccccc1,,,5.848017605,,,,,,,
COc1cc2CCN(C(COc3ccc(SC)cc3)c2cc1OC)C(=O)c1cccc(Cl)c1,,5.292429824,,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-c1ccc(F)cc1F,,,,,,,,8.698970004,,8.698970004
O=C1NC[C@H](c2ccccc2)C11CCN(CC1)[C@@H]1CCCC[C@@H]1c1ccccc1,,,5.540607512,,,,,,,
COc1ccc(cc1)C1(O)CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1,,,6.801342913,,,,,,,
COc1cc(cc(SC)c1C(=O)NC1(CCCN(C)C1)c1cccc(Cl)c1)C(F)(F)F,,,7.602059991,,,,,,,
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1cccs1,,,,,,,6.619788758,6.251811973,6.769551079,6.619788758
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(Br)c2)cc1,6.468521083,6.026872146,,,,,,,,
COc1ccc(OCC2N(CCc3ccsc23)C(=O)c2ccc(Cl)s2)cc1,,5.299988938,,,,,,,,
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1ccncc1,,,,,,,7.619788758,8.769551079,9.48148606,9.148741651
COc1ccc(cc1)-c1cc(-c2nc(C)cs2)c(=O)n(C)c1-c1ccnnc1,,,,,,,7.769551079,8.180456064,6.48148606,8.387216143
CCS(=O)(=O)NCC(C)c1ccc(cc1)-c1ccccc1F,,,,,,5.26760624,,,,
COc1cc2CCN(C(COc3ccc(cc3)N(C)C)c2cc1OC)C(=O)c1cccc(Br)c1,,4.920818754,,,,,,,,
On1cc(C2CCNCC2)c(Cc2ccc3ccccc3c2)n1,,,,,6.769551079,,,,,
Fc1ccc(cc1-c1ncccc1F)-c1cnnc(c1)-c1ccncc1F,,,,,,,9.045757491,8.251811973,8.113509275,8.251811973
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)-c1cccs1,,,,,,,7.431798276,6.779891912,5.543482142,6.503070352
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncccc1C#N,,,,,,,8.844663963,8.438898616,9.173925197,8.438898616
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1cc(F)ccc-21,,,,,,,,,9.698970004,
Cc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3ccccn3)nn12,,,,,,,7.549750892,8.070581074,9.113509275,8.408935393
Cn1ncnc1COc1nn2c(nncc2c1-c1ccco1)-c1ccccc1F,,,,,,,,9.958607315,,9.958607315
CC1(C)Cc2c(sc(SCCCO)c2C(=O)C1)-c1cc[nH]n1,,,,,,,7.22184875,7.337242168,8.327902142,7.301029996
CCSc1ccc(-c2ccccn2)c2CC(C)CC(=O)c12,,,,,,,7.602059991,7.886056648,8.721246399,7.823908741
Cn1ncnc1COc1nn2c(nncc2c1-c1ccncc1)-c1ccccc1F,,,,,,,,9.853871964,,9.853871964
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)C#C[Si](C)(C)C,,,,,,,8.167491087,7.522878745,6.966576245,7.443697499
CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)-c1ccc(cc1)C(O)=O,,,,,,5.853871964,,,,
NC(Cc1o[nH]c(=O)c1Cl)C(O)=O,,,,,,2.568636236,,,,
CCCc1ncc2Cc3c(ncn3-c3ccccc3-c2n1)C(=O)OCC,,,,,,,,,8.259637311,
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1cccnc1,,4.920818754,,,,,,,,
COc1ccc(cc1)N1CNC(=O)C11CCN(CC1)[C@@H]1CCCC[C@@]1(O)c1ccc(Cl)cc1,,,7.004364805,4.602059991,,,,,,
FC(F)(F)c1ccn2c(cnc2n1)-c1ccnc(Cl)n1,,,,,,,9.031517051,8.698970004,,8.698970004
CCn1ncnc1COc1nn2c(nnc2cc1C(C)(C)C)-c1ccccc1F,,,,,,,9.568636236,9.508638306,9.698970004,9.522878745
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccccc2C1)S(C)(=O)=O)C(F)(F)F,,,5.595166283,,,,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1cccnn1,,,,,,,7.48148606,7.853871964,9.055517328,8.070581074
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3cc(OC)ccc23)C(=O)C(O)=C1C(=O)c1cccnc1,,5.096910013,,,,,,,,
CSc1sc(c2CC(C)(C)CC(=O)c12)-c1ccccn1,,,,,,,7.346787486,7.585026652,8.769551079,7.602059991
CC(C)(C)OC(=O)c1cc2c(cn1)n(C(=O)OC(C)(C)C)c1ccc(I)cc21,,,,,,,,,5.733533105,
COc1ccc(OCC2N(CCc3cc(ccc23)N(C)C(C)C)C(=O)c2cccc(Cl)c2)cc1,5.229147988,5.698970004,,,,,,,,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1c(F)cc(F)cc1C#N,,,,,,,9.823908741,9,,
Fc1cnc(c(F)c1)-c1cc(ccc1F)-c1cnnc(c1)-c1ncccc1F,,,,,,,9.397940009,8.769551079,8.494850022,8.769551079
Cc1csc(n1)-c1cc(-c2ccn(C)n2)c2-c3cnccc3CCCn2c1=O,,,,,,,8,7.698970004,,7.698970004
CC(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2N)[N+]([O-])=O)c(F)c1,,,,5.48148606,,,,,,
CCC(=O)N[C@H]1[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)-c1ccccc1F,,,,,,5.356547324,,,,
CC(C)COc1cc2c(c[nH]1)nc1ccccc21,,,,,,,7.602059991,6.906578315,6,6.856360765
CCSc1ccc(-c2cnccn2)c2CC(C)CC(=O)c12,,,,,,,7.958607315,7.721246399,8.677780705,7.886056648
Brc1cccc(c1)-c1cnnc(OCc2ccccc2)c1,,,,,,,,6.519993057,7.200659451,6.519993057
COC(=O)c1cc2c(c[nH]1)nc1ccc(NC3CCCCC3)cc21,,,,,,,8.619788758,7.769551079,6.500312917,7.853871964
COc1ccc(cc1)-c1cc(-c2nc(cs2)C2CC2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.508638306,7.619788758,,7.920818754
CS(=O)(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2OCC2CC2)S(C)(=O)=O)c(F)c1,,,7.283996656,,,,,,,
COc1ccc(OC[C@@H]2N(Cc3cccc(F)c3)C(=O)Cn3cccc23)cc1,,5.500038134,,,,,,,,
Cc1cc(no1)-c1nnc2c3ccccc3c(OCc3cn(C)nn3)nn12,,,,,,,9.055517328,9.236572006,9.180456064,9.214670165
O=C1NCN(CC2CCCCC2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,7.187086643,4.602059991,,,,,,
CCOC(=O)c1ncn-2c1Cc1cnc(nc1-c1ccccc-21)C1CC1,,,,,,,,,8.119186408,
CC(C)S(=O)(=O)NC[C@H](C)c1ccc(cc1)-c1ccc(CCNS(C)(=O)=O)cc1,,,,,,6.823908741,,,,
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(Cl)cc1,,,,,,6.607303047,,,,
CCCO\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
Clc1ncn-2c1Cn1ncnc1-c1cc(ccc-21)C#N,,,,,,,,,8.619788758,
COC(=O)c1cc(-c2ccc(OC)cc2)c(-c2cccnc2)n(C)c1=O,,,,,,,6.167491087,7.119186408,,7.13667714
COc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1CCCCC1c1ccc(C)cc1,,,5.946537395,,,,,,,
O=C1NCN(CCN2CCCCC2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,5.13076828,,,,,,,
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1cc(ccc-21)C#C,,,,,,,,,9.22184875,
CCc1ccc2ncc(C(=O)OCCC(C)C)c(O)c2c1,,,,,,,,7.050609993,,
CCCOc1ccc2n(C)c3cnc(C(=O)OCC)c(COC)c3c2c1,,,,,,,7.585026652,6.978810701,6.793174124,6.785156152
O=c1cc(s[nH]1)C1CCNCC1,,,,,,,4.589999287,5.840002936,,
Fc1c(cccc1-c1ccccc1C#N)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,8.568636236,8.585026652,9.026872146,8.585026652
Cc1cccc2c3nnc(-c4ccccc4)n3nc(OCc3ccccn3)c12,,,,,,,7.251811973,7.356547324,7.698970004,7.455931956
CCc1noc(n1)-c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(ccc-21)C#C,,,,,,,7.065501549,7.397940009,8.619788758,7.070581074
C\C(C#N)=C1/CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,,,,,6.201349355,,,,,
COc1ccc(OC)c(c1)-c1cccc2c(N)c3c(cn(C4CC4)c3=O)[nH]c12,,,,,,,,7.480040819,,
NCc1cc(=O)[nH]o1,,,,,,,,8.214670165,,
Cc1ccnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)c1,,,,,,,7.031517051,7.721246399,8.698970004,7.744727495
Cn1ccn2c(cnc2c1=O)-c1ccc(F)c(c1)-c1ccccc1C#N,,,,,,,9.27572413,9.15490196,10,9.15490196
Cn1c(Br)c(C#N)c(c1C(O)=O)-c1ccc(cc1)-c1ccccc1,,,,,,5.77237035,,,,
CC(C)COc1ccc(cc1C(=O)N1Cc2cc(cnc2C1)C(F)(F)F)S(C)(=O)=O,,,7.522878745,,,,,,,
CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(ccc-21)C#C,,,,,,,,6.671620397,7.397940009,
CC(C)CCCc1ccc2cc(ccc2c1)C(O)=O,4.460923901,4.42945706,,,,,,,,
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccccn1,,,6.886056648,,,,,,,
Cc1ncn-2c1Cn1c(C)cnc1-c1cc(Br)ccc-21,,,,,,,,,7.931814138,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncccc1C#N,,,,,,,8.89279003,8.074172425,8.029653124,8.020907099
C1c2cncn2-c2ccccc2-c2ncnn12,,,,,,,,,8.193820026,
Cn1ncnc1COc1nn2c(nncc2c1-c1cc(F)ccc1F)-c1ccccc1F,,,,,,,,9.698970004,,9.698970004
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1)C#N)S(C)(=O)=O)C(F)(F)F,,,7.677780705,,,,,,,
CC(C)S(=O)(=O)N[C@H]1CCC[C@@H]1c1ccc(Br)cc1,,,,,,6.886056648,,,,
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(C)=O,,4.619788758,,,,,,,,
FC(F)(F)c1cccc(n1)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,9.508638306,9.055517328,,9.055517328
CCOC(=O)c1ccc(C2N(CCc3c[nH]c4ccccc34)C(=O)C(O)=C2C(C)=O)c(O)c1,,4.397940009,,,,,,,,
CC(C)Oc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(F)c2)cc1,6.173925197,6.15490196,,,,,,,,
Cc1ccc(cc1)-n1nc2c3cc(CCc4cccnc4)ccc3[nH]c(=O)n2c1=O,,,,,,,9.167491087,8.356547324,8.040958608,8.638272164
Brc1ccc2ncc3c([nH]n(-c4ccccc4)c3=O)c2c1,,,,,,,10.22184875,10.09691001,9.920818754,10.30103
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1ccoc1,,,,,,,7.585026652,7.420216403,7.886056648,7.677780705
CCOC(=O)c1[nH]cc2nc3ccccc3c2c1COC,,,,,,,9.200659451,8.552841969,7.982966661,8.30980392
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1ccccc1,,,,,,,6.552841969,7.795880017,7.420216403,7.387216143
CCSc1sc(-c2cc[nH]n2)c2CC(C)(C)CC(=O)c12,,,,,,,7.920818754,7.795880017,8.795880017,7.795880017
Cc1ccc(cc1)N1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,7.259637311,5.045757491,,,,,,
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccccc1,,,7.356547324,4.142667504,,,,,,
CCOC(=O)c1cc2c(cn1)[nH]c1ccc(I)cc21,,,,,,,8.318758763,7.508638306,6.543633967,7.468521083
Cn1ncnc1COc1nn2c(nncc2c1-c1cccc(F)c1)-c1ccccc1F,,,,,,,,9.552841969,,9.552841969
COc1ccc(OCC2N(CCc3cc(OC4CCCCC4)ccc23)C(=O)c2cccc(Cl)c2)cc1,5.568636236,5.920818754,,,,,,,,
Nc1cccc(c1)-c1c(o[nH]c1=O)C1CCNCC1,,,,,,,7.229147988,,,
CCSc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccccc1,,,,,,6.208309351,,,,
Clc1ncn-2c1Cn1ncnc1-c1cc(ccc-21)-c1ccccc1,,,,,,,,,8.200659451,
CC(C)Sc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1F)C(C)=O)S(C)(=O)=O,,,7.823908741,,,,,,,
Brc1cccc(c1)-c1cnnc(NCc2ccccc2)c1,,,,,,,,7.292429824,7.721246399,7.292429824
CCc1ncn-2c1Cn1ncnc1-c1ccccc-21,,,,,,,,,9.301029996,
CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc-21,,,,,,,9.455931956,9.193820026,9.301029996,9.698970004
COc1ccc(cc1)-n1[nH]c2c3CCCCCc3ncc2c1=O,,,,,,,,7.113509275,,
CCCC(=O)OC1=C(C(N(CCc2c(C)[nH]c3ccccc23)C1=O)c1ccc(cc1)C(=O)OC)C(=O)c1cccnc1,,4.853871964,,,,,,,,
CCOC(=O)c1ncn-2c1Cn1cnnc1-c1ccccc-21,,,,,,,,,9.096910013,
Cn1nnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)n1,,,,,,,7.22184875,7.244125144,8.187086643,7.431798276
COc1ccc(cc1)-c1cc(-c2noc(C)n2)c(=O)n(C)c1-c1ccncc1,,,,,,,6.585026652,5.958607315,5.886056648,6.494850022
COc1cc(cc(SC)c1C(=O)NC1(CCCN(C)C1)c1cccc(F)c1)C(F)(F)F,,,7.318758763,,,,,,,
Cc1cccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,8.008773924,8.698970004,9.337242168,8.677780705
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2nc(no2)-c2ccccc2)n1,,,,,,,,6.691862621,7.716698771,6.644165504
CCn1cnc2c(cnnc12)-c1ccc(F)c(c1)-c1ccc(cc1OC)S(=O)(=O)CC,,,,,,,9.744727495,8.958607315,7.744727495,8.958607315
C[C@@]12CCC[C@H]1[C@@H]1CC=C3C[C@H](CC[C@]3(C)[C@H]1CC2)OC(=O)CCC(O)=O,5.13076828,,,,,,,,,
O=c1[nH]sc(C2CCNCC2)c1Cc1ccccc1,,,,,,,6.332547047,,,
CNc1cc(cnn1)-c1cccc(Br)c1,,,,,,,7.30980392,6.946921557,7.568636236,6.946921557
CCSc1ccc(-c2ncco2)c2CC(C)CC(=O)c12,,,,,,,7.431798276,7.420216403,8.585026652,7.795880017
CCC(CC)Oc1ccc2C(COc3ccc(OC)cc3)N(CCc2c1)C(=O)c1cccc(Cl)c1,5.744727495,5.795880017,,,,,,,,
COc1ccc(OC)c(c1)-c1c(F)ccc2c(N)c3c(cn(C4CC4)c3=O)[nH]c12,,,,,,,,7.860120914,,
CN(Cc1ccccc1)C(=O)[C@@H]1CCCN(C1)C(=O)C(=O)c1c[nH]c2ccccc12,,,,,,,,7.721246399,,7.301029996
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1)-c1cccs1,,,,,,,,8.795880017,,8.795880017
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1c(F)cccc1C#N,,,,,,,9.13667714,8.744727495,8.958607315,8.698970004
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccncc1C#N,,,,,,,9.119186408,8.812479279,9.494850022,8.974694135
CCCOc1ccc2[nH]c3cnc(C(=O)NN)c(COC)c3c2c1,,,,,,,7.337242168,6.374687549,6.966576245,6.397940009
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21,,,,,,,9.096910013,9.045757491,9.22184875,8.958607315
CO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC\C(=C\C#N)[C@@]4(C)CC(=O)[C@H]23)C[C@@H]1O,,,,,7.552841969,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-c1c(F)cccc1F,,,,,,,,9.283996656,,9.283996656
O=c1[nH]oc(C2CCNCC2)c1CCC(c1ccccc1)c1ccccc1,,,,,,,7.698970004,,,
Cc1cccc(c1)C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,,,7.251811973,5.019088062,,,,,,
c1ccc2c(c1)[nH]c1cnc3c4ccccc4[nH]c3c21,,,,,,,8.958607315,8.920818754,7.397940009,8.958607315
O=C(Nc1ccccn1)c1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,,6.537602002,7.397940009,6.769551079
CCCSc1sc(C(O)=O)c(c1C#N)-c1ccc(cc1)C(C)(C)C,,,,,,5.538801711,,,,
COC(=O)c1cccc(c1)-c1cnnc(c1)-c1ccccc1,,,,,,,,7.537602002,7.958607315,7.537602002
CCCc1cccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,8.455931956,8.004364805,8.508638306,8.619788758
C[C@@H](OC(=O)c1cc2c(cn1)[nH]c1ccccc21)C(F)(F)F,,,,,,,7.568636236,6.464326197,5.733533105,6.343901798
Clc1ccccc1-c1c(o[nH]c1=O)C1CCNCC1,,,,,,,6.88941029,,,
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1cccc(OC)c1,,,,,,5.978397284,,,,
COc1ccc(OCC2N(CCCC(F)(F)F)C(=O)Cc3cc(OC)ccc23)cc1,,5.100015437,,,,,,,,
CCn1cc2[nH]c3c(c(F)ccc3c(N)c2c1=O)-c1cc(OC)ccc1OC,,,,,,,,7.860120914,,
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)C1CCCCC1,,,4.769551079,,,,,,,
CCOC(=O)c1ncn-2c1CN=C(c1ccc(F)cc1)c1cc(F)ccc-21,,,,,,,,,6.1123827,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(cc2C1)C1CCCCO1)S(C)(=O)=O)C(F)(F)F,,,6.688246139,,,,,,,
CSc1sc(C(O)=O)c(c1C#N)-c1ccc(cc1)-c1ccccc1,,,,,,6.099632871,,,,
Fc1cc(F)c(OC(=O)c2cc3c(cn2)[nH]c2ccccc32)cc1F,,,,,,,7.657577319,6.752026734,6.374687549,7.348721986
Fc1ccc(cc1-c1ncccc1F)-c1cnnc(c1)-c1c(F)cncc1F,,,,,,,9.096910013,8.494850022,8.522878745,8.494850022
CCOC(=O)c1ncn-2c1Cc1cnc(nc1-c1cc(F)ccc-21)C1CC1,,,,,,,,,8.107905397,
O=C1NCC(c2ccccc2)C11CCN(CC1)C1CCCCC1c1ccccc1,,,6.634512015,4.602059991,,,,,,
N#CSc1ccc2[nH]c3cnc(SC#N)cc3c2c1,,,,,,,7.853871964,6.373659633,5.536107011,
Brc1ccc(cc1)-n1[nH]c2c(cnc3ccccc23)c1=O,,,,,,,9.744727495,9.677780705,8.886056648,9.602059991
CCOc1ccc(OC[C@H]2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(F)c2)cc1,6.30980392,6.420216403,,,,,,,,
CCOC(=O)c1ncn-2c1Cc1cnc(C)nc1-c1ccccc-21,,,,,,,,,8.420216403,
CSc1oc(C(O)=O)c(c1C#N)-c1ccc(cc1)C(C)(C)C,,,,,,5.703554206,,,,
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1cc(OC(F)(F)F)ccc-21,,,,,,,,,9.096910013,
CCOC(=O)c1cnc2ccc(Br)cc2c1O,,,,,,,,7.585026652,,
COc1cccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,7.769551079,8.040958608,9.187086643,8.619788758
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccccc1C,,,,,,5.927750102,,,,
COC(=O)c1sccc1-c1cnnc(c1)-c1ccccc1,,,,,,,7.055517328,7.346787486,7.920818754,7.346787486
CCCS(=O)(=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C(C)=O,,,5.795880017,,,,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1nccc2ccccc12,,,,,,,7.537602002,8.124938737,9.161150909,8.346787486
COc1cc2CCN(C(COc3ccc(cc3)N(C)C)c2cc1OC)C(=O)c1cccc(Cl)c1,,4.455931956,,,,,,,,
Cc1ccnc(COc2nn3c(nnc3c3ccccc23)-c2ccccc2)c1,,,,,,,7.744727495,7.958607315,8.431798276,8
O=C1NCN(c2ccccc2)C11CCN(CC1)[C@H]1CCCCC[C@H]1c1ccccc1,,,5.769551079,,,,,,,
FC(F)Oc1ccc(cc1)-n1[nH]c2c3CCCCc3ncc2c1=O,,,,,,,9,8.638272164,,8.638272164
Cc1nc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)no1,,,,,,,6.853871964,6.958607315,7.795880017,7.180456064
OCCCOc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,6.187086643,6.508638306,7.37675071,6.769551079
Fc1ccc(cc1)-n1[nH]c2c3CCCCc3ncc2c1=O,,,,,,,9.537602002,9.187086643,,9.187086643
O=C(N1Cc2ccccc2C1)C(=O)c1c[nH]c2ccccc12,,,,,,,,5.886056648,,7.721246399
O=C(COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)N1CCCC1,,,,,,,6.638272164,6.795880017,8.045757491,7.301029996
Brc1ccc-2c(c1)-c1nncn1Cc1c(ncn-21)C#C,,,,,,,,,8.107905397,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OC(=O)CCCCCCCCC(O)=O)[C@@H]1CCC2=O,4.793174124,,,,,,,,,
CCCc1cnn(O)c1C(N)C(O)=O,,,,,,,,,,
Clc1ncn-2c1Cn1ncnc1-c1ccccc-21,,,,,,,,,9.522878745,
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1ccccc-21,,,,,,,,,9.698970004,
Fc1ccc(cc1)C(=O)NCC(=O)NC(c1ccccc1)c1cccc(c1)C(F)(F)F,,,7.602059991,,,,,,,
COC(=O)c1ccc(C2N(CCc3c[nH]c4ccccc34)C(=O)C(O)=C2C(C)=O)c(Cl)c1,,4.443697499,,,,,,,,
COc1ccc(OCC2N(CCc3cc(C)c(C)cc23)C(=O)c2cccc(Cl)c2)cc1,,5.853871964,,,,,,,,
COc1ccc(OCC2N(Cc3cccc(Cl)c3)C(=O)Cc3cc(OCC(C)C)ccc23)cc1,,6.400116928,,,,,,,,
CCNC(=O)c1nnc2c(cccc2c1N)-c1cc(OC)ccc1OC,,,,,,,,7.530030791,,
Cn1ncnc1COc1nn2c(nncc2c1-c1cccc(Cl)c1)-c1ccccc1F,,,,,,,,8.958607315,,8.958607315
Clc1ccc(cc1)[C@@H]1CCCC[C@@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,7.397940009,5.301029996,,,,,,
COc1cc(ccc1C(=O)NC1(CCCN(C)C1)c1ccccc1)C(F)(F)F,,,5.318758763,,,,,,,
COc1ccc(c(OC)n1)-c1c(F)ccc2c(N)c(nnc12)C(=O)NC1CC1,,,,,,,,9.420216403,,
Cc1cc(no1)-c1nnc2c3C4CCC(C4)c3c(OCc3ccccn3)nn12,,,,,,,7.238824187,7.705533774,8.259637311,7.754487332
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCCCC(O)=O,5.070581074,4.982966661,,,,,,,,
FC(F)c1ncn-2c1Cn1ncnc1-c1cc(Br)ccc-21,,,,,,,6.759450752,6.732828272,8.337242168,7.096910013
Cn1ncnc1COc1nn2c(nnc2cc1-c1ccccc1)-c1ccccc1,,,,,,,9.107905397,8.585026652,,8.920818754
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccc(Cl)cc1,,,,,,6.040958608,,,,
CCn1cc2[nH]c3c(cccc3c(N)c2c1=O)-c1cc(OC)ccc1OC,,,,,,,,7.219970873,,
COc1ccc(OC)c(c1)-c1cccc2c(N)c3c(cn(C)c3=O)[nH]c12,,,,,,,,6.579994715,,
FC(F)(F)COC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1ccccc-21,,,,,,,7.468521083,7.468521083,8.366531544,7.886056648
Cc1csc(n1)-c1cc(-c2cccn2C)c2-c3cnccc3CCCn2c1=O,,,,,,,8.397940009,8.522878745,,8.522878745
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccc(F)cc21,,,,,,,8.790484985,8.342944147,8.336299075,7.832682665
c1ccc(cc1)-c1cc(cnn1)-c1ccnc(n1)-c1ccncc1,,,,,,,8.886056648,8.508638306,8.795880017,8.508638306
CCOC(=O)c1ncn-2c1Cc1cnc(Cc3ccc(OC)cc3)nc1-c1ccccc-21,,,,,,,,,7.903089987,
COc1cccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(Cl)c2)c1,,5.207608311,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccs2)cc1,,5.045757491,,,,,,,,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncccc1F,,,,,,,8.696803943,8.465973894,8.804100348,8.465973894
CCOC(=O)c1[nH]cc2nc3cc(OC)c(OC)cc3c2c1CC,,,,,,,8.207608311,7.721246399,8.48148606,8.397940009
