smiles,pKi_hm,pKi_hd,pKi_hk,pEC50_hm,pEC50_hd,pEC50_hk
CC1(C)SSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3cccc(F)c3)C(=O)N[C@@H]1C(=O)O,,8.537602002,,,,
CN(C(CN1CCCC1)c2cccc(OCC(=O)OC(C)(C)C)c2)C(=O)Cc3ccc(cc3)C(F)(F)F,,,8.537602002,,,
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](OS(=O)(=O)[O-])[C@@H]5Oc1c2[C@]45CC[NH+]3C,,5.938547521,,,,
COc1ccc(CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O)cc1,8.468521083,,,,,
Cc1ccccc1C(N2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccccc5C,6.460923901,5.065501549,5.795337488,,,
OC(=O)c1ccc2c3C[C@@]4(O)[C@H]5Cc6ccc(O)c7O[C@@H](c3[nH]c2c1)[C@]4(CCN5CC8CC8)c67,7.744727495,9.207608311,,,,
COC12CC[C@@]3(CC1C(C)(C)O)[C@H]4Cc5ccc(O)c6OC2[C@]3(CCN4CC7CC7)c56,9.744727495,9.229147988,9.537602002,,,
COC(=O)CN1Cc2ccccc2N(C3CCN(CC3)C4CCC(CC4)C(C)C)S1(=O)=O,6.739928612,,,,,
COC(=O)CCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,7.443697499,,,6.068033885
NC(=O)c1ccc(cc1)c2cc(cc(c2)c3cn(nn3)c4ccc(cc4)C(F)(F)F)C(=O)O,,5.605548319,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@]7(C)C(=O)c8ccc(cc8)C(F)(F)F)OC,7.091514981,6.896196279,7.142667504,,,6.761953897
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CC(F)(F)C[C@@H]4C(=O)N,,,,7.698970004,,
Cc1cnccc1C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,9.236572006,6.562249437,7.013228266,8.823908741,7.408935393,7.585026652
CCOC(=O)N1CCN(Cc2ccc(OCC(O)CN3CCCCC3)cc2)CC1,,,,4.033999142,,
CC[C@]12CCN(CC3CC3)C([C@@H]1C)C(=O)c4ccc(cc24)C(=O)NCCc5ccc(cc5)c6ccccc6,8.508638306,8.408935393,8.886056648,,,
CC(=O)N1CCC(CC1)NC2=Nc3ccccc3N(C4CCN(CC4)C5CCCCCCC5)C2=O,5.871277716,3.274556384,6.01278077,,,
CC(C)c1nnc(C)n1C2CC3CCC(C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5cccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]6CC[C@@]7(O)[C@H]8Cc9ccc(O)c%10O[C@@H]6[C@]7(CCN8CC%11CC%11)c9%10)c5,8.036212173,,,,,
OC(=O)CC1CCN(C1)C2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O,5.600326279,4.618487825,5.919734373,,,
C[C@H](NC(=O)C1=CC2=C(C[C@]34CCN(CC5CC5)[C@H](Cc6ccc(O)cc36)[C@]4(O)C2)NC1=O)C(=O)N,,,8.978810701,,,
CCS(=O)(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c3ccccc3)cc1,5.988852639,6.289882635,8.886056648,,,9
CN(C)C[C@@H]1CN(Cc2ccc(F)cc2Cl)CC[C@@]1(O)c3cccc(c3)C(=O)N,,,,6.334419009,,
Clc1ccccc1CN2CCC(CC2)N3C(=O)Nc4cccc(Cl)c34,,,,5.507379278,,
CC(N1CCC(CC1)N2C(=O)Nc3cc(Cl)ccc23)c4ccc(Br)cc4,,,,7.886056648,,
CN1CC[C@]23CC(=O)CC[C@H]2[C@H]1Cc4ccc(C(=O)N)c(O)c34,9.522878745,8.080921908,8.638272164,8.795880017,,8.408935393
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccc(cc7)C(F)(F)F,9.327902142,8.602059991,9.468521083,7.795880017,8.292429824,8.004364805
Oc1cc2c(C[C@@H]3[C@@H]4CCCC[C@]24CCN3CC5CCC5)cc1CNCCCCCCCCNCc6cc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7cc6O,7.619788758,6,7.397940009,,,
C[C@H](C1CC1)N2CC[C@@]3(C)C(C)[C@H]2Cc4ccc(O)cc34,10,,,8.455931956,,
CN1CC[C@]23[C@H]4Oc5c(O)ccc(CC1[C@]2(N)Cc6c4[nH]c7ccccc67)c35,5.978397284,8.537602002,6.399027104,,8.065501549,7.060480747
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc(cc3)C(F)(F)F)c4ccccc4,5.459670525,,,,,
CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCCN)C(=O)N,,,8,,,
NC(=O)c1ccc(Oc2ccc(CN3CCC[C@H]3c4cccnc4)cc2)c(Cl)c1,7.585026652,6.815308569,9.141462802,,,
COCCOCCO[C@H]1C=CC2C3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3C)c45,7.657577319,5.584859648,6.393618635,7.030118356,,6.19314197
CCC(=O)N(CC1CCCCN1CCc2ccccc2)c3ccccc3,,5.236572006,,,,
Cl.Cl.Oc1ccc2C[C@H]3N(C[C@H]4CCCO4)CC[C@@]5(Cc6nc7ccccc7cc6C[C@@]35O)c2c1,,,,,8.48148606,
Cc1ccc(cc1)C(=O)Nc2nc3ccccc3n2CCCN4CCCC4,,,,,,6.056505484
CCOC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccccc4,5.558619115,8.431798276,6.76700389,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7ncc(cc7C[C@@]36OC(=O)Cc8ccccc8)c9ccc(Cl)cc9,9,8.886056648,8.508638306,,,7.585026652
COCCN1C(=O)N(CCC(=O)NCCO)C[C@@]12CC[C@](CC2)(N(C)C)c3ccccc3,6.292429824,,,,,
CN(C)C1(CCC(CC1)(N(C)C(=O)C)c2ccccc2)c3ccccc3,7.812479279,,,,,
COC1(C2CCCC1CN(CC3CC3)C2)c4cc(cs4)C(=O)N,8.522878745,,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COCC8CCCCC8)OC,8.795880017,7.59209946,9.823908741,,,
CCC1C(=O)N(C2CCN(C\C=C\c3ccccc3)CC2)c4ccccc14,7.48148606,,5.864231485,5.675717545,,
Oc1cccc(c1)[C@]23CCC[C@H](C2)N(C[C@H]4C[C@H]4c5ccccc5)CC3,7.119186408,6.262012674,6.759450752,,,
CN([C@@H]1CC[C@@]2(O)[C@H]3[C@@H](O)c4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CC6)c45)C(=O)\C=C\c7ccccn7,,,,5.540607512,,10.54821356
COc1ccc(Cc2ccccc2)cc1CNC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C.OC(=O)C(F)(F)F,,,6.214670165,,,
CN(CC(=O)N1CCN(CC1CN2CCCC2)c3ccccc3)c4ccc(Cl)c(Cl)c4,,,,,,8.886056648
O=C1Nc2ccccc2N([C@H]3C[C@H]4CCC[C@@H](C3)N4C5CCCCCCC5)C1=O,6.276544328,4.681936665,,,,
NC(=O)c1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C7NC8C(C[C@@]9(O)[C@H]%10Cc%11ccc(C(=O)N)c%12O[C@@H]8[C@]9(CCN%10CC%13CC%13)c%11%12)C7C[C@@]36O,6.397940009,6,7.677780705,,,
COCN1CN(c2ccccc2)C3(CCN(CC3)C4CCc5cccc(Cl)c5C4)C1=O,8.124938737,6.619788758,7.744727495,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@H](O)CCc4ccccc4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,10.60205999,,,10.28399666
CNc1nc(Oc2ccc(OC)cc2)nc(n1)N(C)C3(CCC(CC3)(N(C)C)c4ccccc4)c5ccccc5,6.13076828,,,,,
COC1(C2CCCC1CN(C2)[C@H]3CC[C@@H]3c4ccccc4)c5ccnc(c5)C(=O)N,8.522878745,,,,,
COc1cccc(CSc2nnc(c3ccccn3)n2Cc4cccs4)c1,,,,,,5.059483515
FC(F)(F)Oc1cccc(CN2CCC(CC2)N3C(=O)Nc4ccccc34)c1,,,,5.790216985,,
CC(N1CCC(CC1)N2C(=O)N(CC3CC3)c4cc(Cl)ccc24)c5ccc(C)cc5,,,,7.920818754,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COC(=O)[C@@H](N)CC(C)C)OC,8.116338565,6.821023053,8.935542011,7.015247722,6.889544976,7.378823718
C[C@H]1OC2(CCN(CCc3ccccc3F)CC2)CN(C1=O)c4ncccc4C(F)(F)F,7.468521083,,,7.187086643,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cc(ccn3)S(=O)C)C(=O)N2CC4CCC4)c5ccccc5,7.255707017,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3nncs3)C(=O)N2CC4CCC4)c5ccccc5,7.193820026,,,,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(N)C(=O)NCCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N4CC(O)CC4C(=O)NCC(=O)NC(Cc5cccs5)C(=O)N[C@@H](CO)C(=O)N6Cc7ccccc7C[C@@H]6C(=O)N8C9CCCCC9CC8C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,,8.15490196,,,,
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(C)CC2)c3cccc(O)c3,7.060480747,9.004364805,6.045275209,,7.585026652,
OC(=O)C1(O)CCN(C1)C2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O,5.283996656,5.051587034,5.782516056,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7c(C[C@@]36O)c8C[C@@]9(O)[C@H]%10Cc%11ccc(O)c%12O[C@@H](c8n7Cc%13ccccc%13)[C@]9(CCN%10CC%14CC%14)c%11%12,,,9.15490196,,,5.719877104
NCCCNC(=O)c1ccc(cc1)c2cc(cc(c2)c3cn(nn3)c4ccc(cc4)C(F)(F)F)C(=O)O,,5.528708289,,,,
CN([C@H](CN1CCCC1)c2cccc(NS(=O)(=O)N)c2)C(=O)Cc3ccc(cc3)C(F)(F)F,,,9.318758763,,,
COC(=O)[C@@H]1C[C@H](OC(=O)\C=C\c2ccccc2[N+](=O)[O-])C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5,,,6.829738285,,,7.48148606
CN([C@H](CN1CC[C@H](O)C1)c2ccccc2)C(=O)[C@H]3Cc4ccccc4O3,,,9.096910013,,,
CC(=C)CN1CCC(CC1)(C#N)c2ccccc2,,5.301029996,,,,
CCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CCC3C(=O)O[C@@H](C[C@]3(C)C2C1=O)c4cocc4,,,8.102372909,,,7.730487056
CC1(C)[C@H]2CC[C@@H](CCN3[C@@H]4CCC[C@H]3C[C@H](C4)N5C(=O)C(=Nc6ccccc56)N7CC(C7)C(=O)O)[C@@H]1C2,6.128427064,5.821023053,5.752026734,6.251811973,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@@H](O)CC(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,,,10.24412514,,,10.88605665
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4c5ccccc5[N+](=O)[O-],,,,,,6.443697499
COc1ccc(C[C@@H]2NC(=O)[C@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](Cc5c[nH]c6ccccc56)NC2=O)cc1,7.366531544,,7.853871964,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cnc(cc4C)C#N)c5ccccc5,7.110698297,,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)NCC(=O)N4CCc5ccccc5C4,8.48148606,9.124938737,,7.657577319,,
O[C@@]12CCCC[C@@]13CCN(CC4CCC4)[C@@H]2Cc5ccc(Oc6ccc(cc6)[N+](=O)[O-])cc35,7.795880017,5.823908741,7.552841969,,,
FC(CCN1CCc2ccccc2CC1)Cc3ccccc3,6.391473966,,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCNc3ccc(CC4Cc5ccccc5C4)cc23,,,8.920818754,,,7.167491087
CN(C)CCCC1(OCc2cc(ccc12)C(=N)N3CCCC3)c4ccc(F)cc4,,,6.603800653,,,
Clc1ccc(cc1)C(=O)CSc2nnc(c3ccccn3)n2Cc4occc4,,,,,,5
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@]6(CC[C@@]35C[C@@H]6COCc7cccc8ccccc78)OC,9.229147988,,10.09691001,,,
COc1cccc(OCC(O)CN2CCN(CC2)c3ccccn3)c1,,,,4.033999142,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)O,,,,6.669586227,7.721246399,8.744727495
CN1CCC2(CC1)N[C@@H](CO)C(=O)N(C2=O)c3c(C)cccc3C,5.786747948,,,,,
CC1(C)C(CCc2ccc(O)cc12)NCC3CC3,6.505845406,5.416801226,6.634512015,,,
COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,5.793932778,,,5.127960332,,
COc1ccc2C[C@H]3N(C)CC[C@@]4(CC(=O)[C@@H](CC(=O)O)C[C@@]34O)c2c1,,,,,,4.827105302
COCCO[C@H]1C=CC2[C@@H](Cc3ccc(OC)c4O[C@@H]1[C@]2(C)c34)N(C)C,5.739451627,,4.262250926,5.066816521,,
C[C@H]1C2Cc3ccc(cc3[C@@]1(C)CCN2CC4CC4)C(=O)Nc5ccc(cc5)c6ccccc6,7.744727495,6.958607315,7.568636236,,,
COc1ccc(CC2(O)CC3CCC(C2)N3C(c4ccccc4Cl)c5ccc(C)cc5Cl)nc1,6.415668776,,,,,
CN(C(CN1CCCC1)c2cccc(OCC(=O)O)c2)C(=O)Cc3ccc(cc3)C(F)(F)F,,,8.431798276,,,
COc1ccc2CC3C4CC5C(C)C(=NC5C6Oc1c2C46CCN3C)C(=O)OCC(C)C,,8.318758763,,,,
Cl.Cl.CO[C@]12C=C[C@@]3(C[C@@H]1C(=O)NCCCCCCN)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4C)c56,6.709965389,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4c5ccc(N)cc5,,,,,,6.207608311
CN(C)C1(CCC(CC1)(N(C)CCCCO)c2ccccc2)c3ccccc3,6.381951903,,,,,
NC(=O)c1cccc(c1)[C@H]2C[C@H]3CC[C@@H](C2)N3CCN(Cc4ccccc4)C(=O)CO,10,8.301029996,,,,
CCOP(=O)(OCC)C1=Nc2ccccc2N([C@H]3C[C@H]4CC[C@@H](C3)N4C56CC7CC(CC5C7)C6)C1=O,6.367542708,4.698970004,7.501689446,4.698970004,,4.698970004
CCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](Cc2cc3ccccc3[nH]2)C(=O)NNC(=O)[C@H](Cc4ccccc4)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc5ccc(O)cc5,,9.200659451,,,8.229147988,
Fc1cc(F)cc(CSc2nnc(c3ccccn3)n2Cc4occc4)c1,,,,,,5.102922997
NC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccccc4,,7.004364805,6.476253533,,,
CN1CC[C@]23[C@H]4Oc5cccc(C[C@@H]1[C@@]2(CCC4=O)NC(=O)\C=C\c6ccccc6Cl)c35,9.823908741,10.09691001,9.26760624,10.39794001,10,10
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2C\C=C\C[C@@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)NNC(=O)[C@H](Cc5ccccc5)NC(=O)CNC2=O.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,7.26760624,8.283996656,6.163675884,7.744727495,,6.013676223
CCNc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1,8.327902142,7.366531544,9.821023053,6.37675071,,6.920818754
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4c5ccsc5,,,,,,8.366531544
C[C@H]1[C@H]2CC[C@H](CN2CC[C@@]1(C)c3cccc(O)c3)c4ccccc4,7.431798276,6.552841969,7.795880017,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cccc(F)c3)c4ccccc4,6.096910013,,,,,
CCC(=O)N(C1CCN(CC1)C(=O)CC(N)c2ccc(OC)cc2)c3ccccc3,,5.045757491,,,,
CN(CC(=O)O)[C@H]1CCN(C1)C2=Nc3ccccc3N([C@H]4C[C@H]5CCC[C@@H](C4)N5C6CCCCCCC6)C2=O,6.161780778,5.935916564,6.229884705,,,
CC[C@H](NC(=O)c1c(CN2CCN(CC2)C(C)C)c(nc3ccccc13)c4ccccc4)c5ccccc5,7.006123085,,,,,
CN1CCN(CC1)C(=O)N2CCC(CC2)(c3ccccc3)c4nccn4Cc5ccccc5,,6.793174124,6.066512712,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7CSCc8ccccc8)OC,8.328827157,7.086557045,9.853871964,7.485186705,6.755104666,8.640164518
NCCCC(=O)NCCN(CCNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)CCCN,,4.643974143,,,,
COCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CN1C[C@@]2(CC[C@](CC2)(N(C)C)c3ccccc3)N(CC4CCC4)C1=O,6.443697499,,,,,
CC1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c4ncccc4F,7.031517051,,,6.701146924,,
Nc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CC5)c2c1,8.886056648,6.823908741,9.744727495,,,
CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)NCC(=O)N,,6.498940738,,,,
CN(C)C1(CCC2(CC1)N(CCc3c2[nH]c4ccccc34)C(=O)C)c5ccccc5,8.657577319,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cnc(cc4C)C(F)(F)F)c5ccccc5,9,,,,,
COCCOCCOCCOCCOCCOCCOCCO[C@H]1C=CC2C3Cc4ccc(OC)c5OC1[C@]2(CCN3C)c45,5.001569332,,3.965301372,4.349410811,,
COc1ccc(CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5(CCC5)C#N)C2=O)cc1,8.468521083,,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCN(c3ccc(CN4CCc5ccccc5C4)cc23)S(=O)(=O)C.OC(=O)C(F)(F)F,,,8.958607315,,,7.346787486
COc1ccc(CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC#N)C2=O)cc1,6.657577319,,,,,
COC[C@@]1(CC=C)C[C@@H](C(=O)OC)[C@]2(C)CC[C@@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,6.602059991,,,
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@]6(CC[C@@]35C[C@@H]6CSc7nncs7)OC,5.470291242,,6.335376825,,,4.985974099
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC(=O)CC[C@@]35O)c2c1O,7.769551079,6.886056648,8.657577319,,,
CCC1(CCCCCCC1)N2CCC(CC2)N3C(=O)C(=Nc4ccccc34)C(=O)[O-],4.789093186,3.280392808,5.606775884,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccccc3CS(=O)(=O)C)c4ccccc4,5.47820835,,,,,
COc1ccc(CN2C=C3[C@H]4Cc5ccc(OC)cc5[C@@]3(CCN4CC6CC6)CC2=O)cc1,6.661344334,,7.884056823,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]3C(=O)O[C@@H](C[C@]23C)c4onc(C)n4,5.815308569,,6.004364805,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(Cc3cccnc3)C(=O)N2CC4CCC4)c5ccccc5,9.301029996,,,,,
CCN(CC)C(=O)[C@H]1OC2(CCN(CC2)c3cc(N)ccn3)c4ccccc14,,,,,7.920818754,
COCCOCCOCCNc1ccc2C(=O)[C@@H]3[C@H](C)[C@](C)(CCN3CC4CC4)c2c1,,,6.260427656,,,6.815308569
OC1(CCN(CC1)C2Cc3ccccc3C2)c4ccc(Cl)c(c4)C(F)(F)F,7.721246399,5,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cnc(O)nc3)C(=O)N2CC4CCC4)c5ccccc5,7.501689446,,,,,
CCNC(=O)Oc1ccc2CC3C4CCCCC4(CCN3CC5CCC5)c2c1,8.431798276,7.568636236,8.366531544,7.408935393,,7.638272164
CCOC(=O)[C@@H]1CN(CCNC2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O)C[C@H]1C(=O)OCC,4.995764634,,7.790484985,,,
C[C@H]1C2Cc3ccc4nc(C)[nH]c4c3[C@@]1(C)CCN2CC5CC5,8.602059991,6.795880017,9.292429824,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3ccccc3)C(=O)N2)c4ccccc4,5.709965389,,,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3cccc4ccccc34)NC(=O)[C@H](Cc5ccccc5)NC2=O)C(=O)N,,,7.958607315,,,
COCCCN1C(=O)N(CC(=O)NCCC#N)C[C@@]12CC[C@](CC2)(N(C)C)c3ccccc3,7.122053048,,,,,
CN([C@H](CN1CC[C@H](O)C1)c2ccccc2)C(=O)[C@@H]3Cc4ccccc4O3,,,8.619788758,,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3[N+](=O)[O-],,,10.04095861,,,
CN[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,6.484126156,,,6.083546051
CN1CCC2(CCCC1[C@H]2O)c3cccc(O)c3,,6.37675071,6.958607315,,,
NCc1ccccc1C2(O)CCN(CC2)C(c3cccc(F)c3)c4cccc(F)c4,6.210419288,5.027658284,6.112945622,,,
CC[C@@](C)(N(Cc1occc1)C(=O)c2ccccn2)C(=O)Nc3ccc(Br)cc3,,,,,,7.095825632
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7c8ccc(NC(=O)Cc9ccccc9)cc8)OC,,,7.677780705,,,
OC(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)c(c2)C(F)(F)F)(c3ccccc3)c4ccccc4,6.310691141,,,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](Cc4ccccc4)NC2=O)C(=O)N,9.251811973,6.554395797,8.619788758,8.698970004,,8.180456064
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC\C=C\c7ccc(Cl)cc7,9.494850022,9.200659451,9.040958608,,,
C[C@H]1CN(CCCc2ccccc2)CC[C@@]1(C)c3cccc(O)c3,10,8.886056648,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)n4cc(nn4)C5CC5)c6ccccc6,5.619788758,,,,,
COC(=O)C1CCN(CC1)C2=Nc3ccccc3N(C4CCN(CC4)C5CCCCCCC5)C2=O,5.635824367,4.46821463,6.484126156,,,
Oc1cccc(c1)[C@@]23CCC[C@H](N(CCc4ccccc4)CC2)C3=C,8.15490196,6.630784143,7.744727495,,,
CCC[C@@H]1C[C@](C)([C@@H](C)CN1CC)c2cccc(O)c2,6.387216143,,6.568636236,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CCCCNC(=O)C[C@H](NC(=O)C3CCN(CC3)C(=O)[C@H](Cc4ccccc4)NC2=O)C(=O)N,8.920818754,7.113509275,5.262727823,,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2c(F)c(F)c(F)c(F)c2F)C(=O)NNC(=O)[C@H](Cc3c(F)c(F)c(F)c(F)c3F)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc4ccc(O)cc4,,8.107905397,,,,
CS(=O)(=O)N1CCN([C@@H]2[C@H](CCC[C@H]12)N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,,,,,,8.823908741
