smiles,pEC50_rM1,pEC50_hM1,pEC50_hM2,pEC50_hM4,pEC50_rM4,pEC50_hM5,pKi_rM1,pKi_hM2,pKi_hM3,pIC50_hM2,pIC50_rM2,pIC50_hM3,pIC50_hM4,pIC50_hM5,pKi_hM4,pKi_hM5,pIC50_hM1,pIC50_rM1,pKi_hM1,pKi_rM2,pKi_rM3,pIC50_AChE_HouseMouse,pIC50_AChE_human,pIC50_AChE_Cow,pIC50_AChE_eel,pIC50_AChE_BrownRat,pIC50_BChE_human,pKi_AChE_eel,pKi_AChE_human,pKi_BChE_human
NCCCNCCCCNCCCNCC(=O)Nc1cccc2C(=O)c3ccccc3C(=O)c12,,,,,,,,,,,,,,,,,,,,,,,,,5.14146280243036,,,,,
O=C(C1CN(C1)S(=O)(=O)c2cccc3nonc23)N4CCN(CC4)c5ccncc5,,,,,,,,,,,,,,,,,6.36653154442041,,,,,,,,,,,,,
COc1cccc(CC2CCN(CCCCOc3ccc4C5=C(CCCC5)C(=O)Oc4c3)CC2)c1,,,,,,,,,,,,,,,,,,,,,,,4.86327943284359,,,,,,,
Cc1sc2ncnc(N3CCC(CC3)Oc4ccc5OCCc5c4)c2c1C,,,,5.63827216398241,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)Cc2ccc(COc3ccc4C=CC(=O)Nc4c3)cc2,,,,,,,,,,,,,,,,,,,,,,,5.82390874094432,,6.30980391997149,,5.76955107862173,,,
Nc1c2CCCCc2nc3c1cc(c4ccc(Cl)cc4)n3c5ccccc5,,,,,,,,,,,,,,,,,,,,,,,,,4.61978875828839,,4.82390874094432,,,
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(O[C@@H](C)[C@H](C)O3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5,,,,,,,,8.74472749489669,,,,,,,,,,,,,,,,,,,,,,
C[N+](C)(C)CCC(=O)Nc1ccc2c(c1)C(=O)c3cccc4ccnc2c34,,,,,,,,,,,,,,,,,,,,,,,,,8.31785492362617,,5.54975089168064,,,
NC(=O)C([C@@H]1CCN(CCCCCCCCCNCC(O)c2ccc(O)c3NC(=O)C=Cc23)C1)(c4ccccc4)c5ccccc5,,,,,,,,,7.49485002168009,,,,,,,,,,,,,,,,,,,,,
CN1C[C@@H](c2ccccc2)[C@@]3(CN(C\C(=C/c4ccccc4)\C3=O)C(=O)C=C)[C@@]15C(=O)Nc6ccccc56,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12378215940836,,,
CCN(CC)CCOc1ccc2C(=O)c3ccccc3c4nccc1c24,,,,,,,,,,,,,,,,,,,,,,,,,6.69680394257951,,5.51314464472306,,,
Oc1cc(O)c2C(=O)C=C(Oc2c1)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,8.63827216398241,6.30102999566398,,,9.45593195564972,,,
O=C(O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5,,,,,,,,,,8.39794000867204,,9.52287874528034,,,,,8.82390874094432,,,,,,,,,,,,,
Fc1ccc(F)c(C(=O)n2nc(OCCN3CCCCC3)c4ccccc24)c1F,,,,,,,,,,,,,,,,,,,,,,,5.0268721464003,,,,,,,
C(Nc1ncc(cn1)c2ccccc2)N3CCCCC3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
CCOC(=O)c1ccc(NC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H]3CCN(Cc4ccc(O)cc4)C3)cc1,,,,,,,,,,4.70000006855703,,4.70000006855703,,,,,4.70000006855703,,,,,,,,,,,,,
[O-][N+](=O)c1cccc(c1)C#CCO[N-][C+]2CN3CCC2C3,,,,,,,,,,4.33161408331,,,,,,,4.82102305270683,,,,,,,,,,,,,
Cn1cc[n+](CC(=O)Nc2ccc3N=C4N(C=Cc5c4[nH]c6ccccc56)C(=O)c3c2)c1,,,,,,,,,,,,,,,,,,,,,,,,,8.09691001300806,,5.13430394008393,,,
CN(C)Cc1oc(CSCCNC(=NC#N)NCCSCc2oc(CN(C)C)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,,6.53760200210104,,,,,,,
Cc1ccc(CN2CCC(CC2)Nc3nc(c4ccc(Cl)cc4)c(s3)c5ccc(Cl)cc5)cc1,,,,,,,,,,,,,,,,,,,,,,,5.49620931694282,,,,,,,
C(CCC[n+]1ccc2c(c1)[nH]c3ccccc23)CC[n+]4ccc5c(c4)[nH]c6ccccc56,,,,,,,,,,,,,,,,,,,,,,,,,6.60554831917378,,6.73048705578208,,,
CCCCCCCNC(=O)Oc1ccc2N(C)C(N(C)Cc2c1)c3ccccc3OC,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62342304294349,,,
Cn1nnc2ccc(cc12)C(=O)NC3CN(C3)c4cc(Cl)ncc4Cl,,,,,6.14206473528057,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)OC(=O)C1=C(C)Nc2nc3CCC(C)(C)Cc3c(N)c2C1c4ccccc4F,,,,,,,,,,,,,,,,,,,,,,,5.86106605974308,,,,,,,
CCOP(=O)(OCC)Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,4.28819277095881,,4.60554831917378,,,
CCOC(=O)CSc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5ccccc45)cc1,,,,,,,,7.39794000867204,,,,,,,,,,,,,,,,,,,,,,
Cc1ncccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,,,,,,,,,5.9100948885606,,,,,,,,,,5.77989191195995,,,,,,,,,,,
COc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29242982390206,
CN1CCC=C(C1)c2nsnc2OCCCCNCCCCCCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,,,7.58004425151024,,7.8699880503281,,,
OCCC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1,,,,,,,,,,,,,,,,,,,,,,,6.45593195564972,,,,,,,
Nc1c(C#N)c2CC(Sc2c(c3ccc(Br)cc3)c1C#N)c4ccccc4,,,,,,,,,,,,,,,,,,,,,,,,,4.42181939037222,,,,,
Cc1ccc2nc3CCCCc3c(N)c2c1,,,,,,,,,,,,,,,,,,,,,,,5.09001630506016,,,,,,,
CN(C)c1ccc(\C=C\C(=O)c2ccc(OCCCCCCN3CCc4ccccc4C3)cc2O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.18045606445813,,,,,
CCN(CC)CCCNc1cc2CCCc3ccccc3c2nn1,,,,,,,,,,,,,,,,,,6.61978875828839,,,,,,,,,,,,
COc1ccc2c(oc3cccc(CNCc4ccccc4)c23)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74232142513082,,,
FC(F)(F)c1ccc(cc1)C(=O)NN=C2CC(NC(C2)c3ccccc3)c4ccccc4,,,,,,,,,,,,,,,,,,,,,,,,,4.07376047895414,,,,,
Cc1ccc(\C=C\2/CN(C\C(=C/c3ccc(C)cc3)\C2=O)C(=O)[C@H]4C[C@H]5CCCN5[C@]46C(=O)Nc7cc(Cl)ccc67)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65423430688551,,,
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCNc3c4CCCCc4nc5cc(Cl)ccc35,,,,,,,,,,,,,,,,,,,,,,,7.09691001300806,,,,,,,
CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,5.86646109162978,,,6.06298389253519,
Cc1nnc2oc3c(NC4CN(C4)c5ncc(cn5)C(F)(F)F)ncnc3c2c1C,,,,6.54668165995296,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCN1C(SCC1=O)C2=CCCN(C)C2,,,,,,,3.95860731484177,,,,,,,,,,,3.19928292171762,,,,,,,,,,,,
COc1cc2ccnc3c2c(COC3(CCCO)OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,3.86327943284359,,,,,,,
CN(C)c1ccc(cc1)C2=CC(=O)c3ccc(OCC(=O)NCCCNc4c5CCCCc5nc6ccccc46)cc3O2,,,,,,,,,,,,,,,,,,,,,,,,,6.11407366019857,,,,,
OP(=O)(O)CN(CP(=O)(O)O)C1CCCC1,,,,,,,,,,,,,,,,,,,,,,,1.95585237912128,,,,,,,
[O-][N+](=O)c1ccc2C(=O)N(CCC3CCN(Cc4ccc(Cl)cc4)CC3)C(=O)c2c1,,,,,,,,,,,,,,,,,,,,,,6.61978875828839,6.61978875828839,,,,,,,
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)S(=O)(=O)c3ccccc3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5,,,,,,,,9.09691001300806,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCc1c[nH]c2ccccc12)C3=Cc4ccc(OCc5ccccc5)cc4OC3=O,,,,,,,,,,,,,,,,,,,,,,,,,5.82390874094432,,,,,
Cc1ccc(cc1)S(=O)(=O)N2CC(=O)N(CC2=O)S(=O)(=O)c3ccc(C)cc3,,,,,,,,,,,,,,,,,,,,,,,,,6.92811799269387,,,,,
COc1cc2CCN(CCCCCn3ccnc3\C=N\O)C(c4ccccc4)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,3.03151705144607,,,,,,,
C[C@H]1CN(CCC1C(=O)NCCC2CCN(Cc3ccccc3)CC2)c4ccc(cn4)C#N,,,,,,,,7.25963731050576,,,,,,,,6.25963731050576,,,6.25963731050576,,,,,,,,,,,
COc1ccc(cc1C)C23N(CCN2C(=O)c4ccccc34)C(=O)c5ccc(OC(C)C)cc5,,,,,,,,,,,,,,5.88605664769316,,,,,,,,,,,,,,,,
CCOC(=O)CCCn1c2CCCNC(=O)c2c3ccccc13,,,,,,,,,,,,,,,,,,,,,,,,,4.22184874961636,,,,,
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4CCN(Cc5ccccc5)c4c3,,,,,,,,,,,,,,,,,,,,,,,6.06905096883248,,,6.06905096883248,,,,
Fc1cccc(NC(=O)Nc2nc(cs2)c3oc4ccc(Br)cc4c3)c1,,,,,,,,,,,,,,,,,,,,,,,,,4.53194820854576,,4.39620629586304,,,
Cc1nc2sc(C(=O)NCc3cccnc3)c(N)c2c(C)c1Cl,,,,6.68193666503724,,,,,,,,,,,,,,,,,,,,,,,,,,
C([C@H]1CCCN2CCCC[C@H]12)C3c4ccccc4c5ccccc35,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95860731484177,,,
Oc1ccc(cc1)[C@H]2[C@H]3[C@@H](c4ccc(O)cc4)c5c(O)cc(O)cc5c6c(oc7cc(O)c([C@H]2c8cc(O)cc(O)c8)c3c67)c9ccc(O)cc9,,,,,,,,,,,,,,,,,,,,,,,5.07572071393812,,,,,,,
COc1ccc(Cn2cc(CNc3c4CCCCc4nc5ccccc35)nn2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.69897000433602,,,,,
OC1=C(C(=O)NCC2CCN(Cc3ccccc3)CC2)C(=O)Nc4cc(O)c(O)cc14,,,,,,,,,,,,,,,,,,,,,,,6.0087739243075,,6.31875876262441,,,,,
Cc1cc(nnc1NCCN2CCCCC2)c3ccc(Cl)cc3,,,,,,,,,,,,,,,,,,,,,,,5.88605664769316,,,5.88605664769316,,,,
CCOC(=O)N1CCC(CC1)N2CCC(CC2)N3C(=O)Nc4ccccc34,,8.67778070526608,7.92445303860747,8.04095860767891,,7.46470587995723,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc2N(CC#C)CCC(N3CCCC3=O)c2c1,,,,,,,,,,,,,,,,,,,,,,,,,3.42526285387396,,3.04848277682457,,,
Cc1ccccc1C(=O)N2CCC(CC2)N3CCC(Cc4ccc(cc4)C(=O)NC(C)(C)C)CC3,,,,,,,,6.97469413473523,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C(CCC1(CCCC1)N2CC(C2)Oc3cccc(O)c3)(c4ccccc4)c5ccccc5,,,,,,,,,9.13667713987954,,,,,,,,,,,,,,,,,,,,,
COc1cccc(c1)[C@@H]2N(Oc3c(O)n(c(O)c23)c4ccc(cc4)C(=O)O)c5ccccc5,,,,,,,,,,,,,,,,,,,,,,,,,,7.68824613894425,,,,
CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)cc1)Cc2ccccc2,,,,,,,,,,,,,,,,,,,,,,,7.52287874528034,,,7.52287874528034,,,,
COc1ccc(cc1OC)C2C(NC3(C(=O)Nc4ccccc34)C25Cc6cc(OC)c(OC)cc6C5=O)c7ccccc7,,,,,,,,,,,,,,,,,,,,,,,5.2839966563652,,,,,,,
C(CC[n+]1ccc2c(c1)[nH]c3ccccc23)C[n+]4ccc5c(c4)[nH]c6ccccc56,,,,,,,,,,,,,,,,,,,,,,,,,6.55595520408192,,7.10790539730952,,,
CN(CCCNc1ccc(nn1)c2ccccc2)Cc3ccccc3,,,,,,,,,,,,,,,,,,,,,,,4.88605664769316,,,,,,,
COc1ccc2nc3CCCCc3c(NCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1,,,,,,,,,,,,,,,,,,,,,,,6.18641901143181,,,,,,,
COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)COc3ccc(C=O)cc3,,,,,,,,,,,,,,,,,,,,,,,6.55284196865778,,,,4.46928816201834,,,
CN1c2c(nn(c3ccc(cc3)c4nc5cncnc5[nH]4)c2c6ccccc6)c7ccccc7S1(=O)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87614835903291,,,
Cn1cc(C(=O)C(=O)N[C@@H]2CN3CCC2CC3)c4ccccc14,,,,,,,,4.29999760285775,4.49999693194831,,,,,,,,,,4.59999765407204,,,,,,,,,,,
CC(C)c1ccc(NC(=O)Oc2ccc3N(Cc4ccccc4)C5N(C)CC[C@@]5(C)c3c2)cc1,,,,,,,,,,,,,,,,,,,,,,,4.88605664769316,,,,,,,
Clc1ccccc1Cn2nncc2CNC(=O)C3=Cc4ccccc4OC3=O,,,,,,,,,,,,,,,,,,,,,,,,,4.46864883541694,,,,,
COc1cccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)\C(=O)c12,,,,,,,,,,,,,,,,,,,,,,,5.82131076022441,,,,5.94309514866353,,5.73636393141189,5.50877842376072
Fc1c(NC2CC2)nc(nc1N3CCCCCC3)C4CC4,,,,,,,,,6.60032627851896,,,,,,,,,,,,,,,,,,,,,
Cl.CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc3ccccc3,,,,,,,,,,,,,,,,,,,,,,,6.00130484168834,,6.76447155309245,,5.995248844409,,,
CN(C)c1cc(O)cc(OCCCOc2ccc3C(=C(C)C(=O)Oc3c2)C)c1,,,,,,,,,,,,,,,,,,,,,,,,6.05998184499234,,,,,,
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3CCC(CC3)[N+]4(Cc5ccc(Cl)cc5)CCCC4)cc1,,,,,,,,,,7.02410886359821,,7.16178077809237,,,,,6.05477768336466,,,,,,,,,,,,,
C[N+]1(C)[C@@H]2CC[C@@H]1CC(CC(O)(c3ccc(F)c(F)c3)c4ccc(F)c(F)c4)C2,,,,,,,,,,,,6.53760200210104,,,,,,,,,,,,,,,,,,
C[C@H]1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@H]4[C@@H]2[C@H](C)OC4=O)CCN1,,,,,,,,,,,,,,,,,,,6.23582386760967,,,,,,,,,,,
CN(CCCCCCCCN(C)CC(=O)N1CCC[C@@H]2[C@@H]3CC4=C(C=CC(=O)N4)[C@]12CC(=C3)C)CC(=O)N5CCC[C@@H]6[C@@H]7CC8=C(C=CC(=O)N8)[C@]56CC(=C7)C,,,,,,,,,,,,,,,,,,,,,,,,,,7.29413628771608,,,,
[I-].COc1cccc(CCC[N+](C)(C)C)c1,,,,,,,,,6.20760831050175,,,,,,,,,,6.48148606012211,,,,,,,,,,,
CCOC(=O)C1=C(C)Oc2nc3CCCCCc3c(N)c2[C@H]1c4ccncc4,,,,,,,,,,,,,,,,,,,,,,,5.07001940948449,,,,,,,
CCc1ccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,6.18708664335714,,5.52870828894106,,,
Cc1ccc(cc1C(=O)NCCN2CCOCC2)c3cn(Cc4ccc(OC(F)(F)F)cc4)nn3,,,,,,,,,,,,,,,,,,,,,,,,,4.52042468982501,,,,,
COc1cccc(CN2CCC(CC2)\C=C\3/Cc4ccc(OC)cc4C3=O)c1,,,,,,,,,,,,,,,,,,,,,,,4.46218090492673,,,,5.79048498545737,,3.92266843887101,5.41027374374576
Oc1ccc(\C=C\C(=O)NCCCNc2c3CCCCc3nc4ccccc24)cc1O,,,,,,,,,,,,,,,,,,,,,,,,,8.05551732784983,,7.07727454200674,,,
COc1cc(\C=C\C(=O)NCCCCNc2c3CCCCc3nc4ccccc24)cc(OC)c1OCc5nc(C)c(C)nc5C,,,,,,,,,,,,,,,,,,,,,,,,,6.74714696902011,,,,,
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4ccccc4)CCC2CC3)c5ccccc5,,,,,,,,,,,,9.69897000433602,,,,,,,,,,,,,,,,,,
Clc1cccc(Cl)c1CO\N=C\C2CCN(CCCc3ccccc3)CC2,,,,,,,,,,,,,,,,,,,,,,,,,4.7182850299727,,,,,
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@@H](C2)NCCNC(=O)N3[C@H](C)CCC[C@@H]3C,,5.60205999132796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2CC(CC3CCN(Cc4ccccc4C(F)(F)F)CC3)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,5.31247103878537,,6.15490195998574,,,,,
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(SCCS3)c4ccc(cc4)S(=O)(=O)c5ccc(OC)cc5,,,,,,,,9.95860731484177,,,,,,,,,,,,,,,,,,,,,,
CCN(CCC1CCN(Cc2ccccc2)CC1)C(=S)NCc3ccccc3,,,,,,,,,,,,,,,,,,,,,,,,,,6.58502665202918,,,,
CN1CCN(CC1)C(=O)[C@@](F)(Cc2ccccc2)c3ccccc3,,,,,,,,,,,,,6.85387196432176,7.08618614761628,,,7.74472749489669,,,,,,,,,,,,,
Cc1[nH]nc2Oc3nc4CCCCc4c(N)c3C(c5cccc6ccccc56)c12,,,,,,,,,,,,,,,,,,,,,,,,,6.49485002168009,,4.82390874094432,,,
O[C@H]1CCCC[C@@H]1NC(=O)C2=CN(Cc3ccc(F)cc3)c4ncccc4O2,,5.80244378684646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C1=C(C)NC(=NC1c2ccc(Br)cc2)SCC(=O)Nc3ccccc3,,,,,,,,,,,,,,,,,,,,,,,,,5.08460016478773,,4.61012544160901,,,
Cn1cc(cn1)c2ccc(CN3C(=O)C4(CCN(C4)C(=O)C5CCC5)c6ccccc36)c(F)c2,,5.20065945054642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccc(cc1)C(=O)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4,,,,,,,,6.19997064075587,7.60205999132796,,,,,,,,,,,,,,,,,,,,,
C(CCNc1c2CCCCc2nc3ccccc13)CCc4ccccc4,,,,,,,,,,,,,,,,,,,,,,,,,,5.82390874094432,,,,
CN1CCN(CC(=O)NN2c3ccccc3Sc4cc(Cl)ccc24)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30102999566398,,,
OC(CNC(=O)c1ccc2[nH]c(nc2c1)c3ccccc3O)CNc4c5CCCCc5nc6ccccc46,,,,,,,,,,,,,,,,,,,,,,,,,7.76955107862173,,,,,
CN(CC(=O)N1CCC[C@@H]2[C@@H]3CC4=C(C=CC(=O)N4)[C@]12CC(=C3)C)Cc5ccccc5,,,,,,,,,,,,,,,,,,,,,,,,,,4.29499204066666,,,,
CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1\C(=C/OC)\C(=O)OC,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30364361126667,,,
CCCCOC(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,,,,,,,,,,,,,,,,,,,,,,,,,4.16717187046065,,4.20411998265593,,,
CCOC(=O)C[n+]1ccc(\C=C\c2cccc3ccccc23)c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
CC(C)N(c1ccc(cc1C)c2ccc(N(C(C)C)S(=O)(=O)c3ccccc3)c(C)c2)S(=O)(=O)c4ccccc4,,,,,,,,,,,,,,,,,,,,,,,3.99477657514186,,,,,,,
CN1[C@H]2CC(C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,,,,,,,,8.02227639471115,8.18708664335714,,,,,,7.43179827593301,7.74472749489669,,,8.1249387366083,,,,,,,,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,,,,6.20760831050175,7.05998184499234,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2nc(C[N+]34CCC(CC3)[C@H](C4)OC(=O)[C@@](C)(N5CCCCC5)c6ccccc6)oc2c1,,,,,,,,,,,,9.80134291304558,,,,,,,,,,,,,,,,,,
CNCC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)OC)C1(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69058277422186,,
CCn1ncc(n1)C2=CCCN(C)C2,,,,,,,7.61978875828839,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCCCCN4CCN(Cc5ccccc5)CC4)c3,,,,,,,,,,,,,,,,,,,,,,,,,4.59739475808009,5.39469495385889,,,,
Clc1ccc(\C=C\2/CNCC3=C2N=C4SC=C(N4C3c5ccc(Cl)cc5)c6ccc(Cl)cc6)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.27002571430044,,4.56177419239547,,,
O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,,,,,,,,,,,,,,,,,,,,,,,9.24033215531037,,,,,,,
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCN4CCOCC4)cc23,,,,,,,,,,,,,,,,,,,,,,,6.03151705144606,,,,,,,
Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,,,,,,,,,,,,,,,,,,,,,,,7.58502665202918,,,,,,,
O=C1N2CCCC2=Nc3ccc(OCCCN4CCCCC4)cc13,,,,,,,,,,,,,,,,,,,,,,,5.26760624017703,,7.16115090926274,,3.91199865212002,,,
CCN(CC)CCOc1ccc(cc1)C(=O)\C=C\c2ccccc2,,,,,,,,,,,,,,,,,,,,,,,5.11747546204512,,,,,,,
COc1ccc(CC2=[N+](C)CCc3cc(OC)c(OC)cc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,5.25963731050576,,5.25963731050576,,,,,
C[n+]1ccc(CCc2cccc3ccccc23)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,3.66354026615147,,,,
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(Cc4noc(n4)c5ccccc5)CCC2CC3)c6cccs6,,,,,,,,,,,,9.60032627851896,,,,,,,,,,,,,,,,,,
C(c1ccc(C[n+]2ccc3c(c2)[nH]c4ccccc34)cc1)[n+]5ccc6c(c5)[nH]c7ccccc67,,,,,,,,,,,,,,,,,,,,,,,,,6.83268266525182,,6.35753547975788,,,
OC1=C(C(=O)NC2CCN(Cc3ccccc3)CC2)C(=O)Nc4ccccc14,,,,,,,,,,,,,,,,,,,,,,,,,5.64397414280688,,,,,
C[C@@H](NC(=O)OCC(F)(F)C(F)(F)C(F)(F)F)c1nc2ccc(F)cc2s1,,,,,,,,,,,,,,,,,,,,,,,,,4.08661005636824,,4.12778543660241,,,
CN(C)CCCC1(OCc2cc(ccc12)C(=O)NNC(=O)c3ccccc3)c4ccc(F)cc4,,,,,,,,,,,,,,,,,,,,,,,,,3.57202728639179,,,,,
O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c3cccc(Oc4ccccc4)c3,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
COc1ccc2cc3c4cc(OC)c(OC)cc4CC[n+]3cc2c1OC,,,,,,,,,,,,,,,,,,,,,,,5.76955107862173,,5.39040559077478,,,,,
Nc1c2C(CCCc2nc3ccccc13)N4CCCC4,,,,,,,,,,,,,,,,,,,,,,,,,,4.74472749489669,,,,
CC(=O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)NCCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01278077009199,,
CC(=O)O[C@@H]1[C@@H](O[Si](C)(C)C(C)(C)C)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46852108295774,
COc1ccc2CN(CCc2c1)C(=O)C3CCN(CC3)c4cc(Oc5ccc(F)cc5F)ncn4,,,,,,,,,,,,,6.23657200643706,,,,,,,,,,,,,,,,,
CC[C@@H]1CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](C[C@H]1C2C(=O)OC)c5ccc6c7CCN8C[C@@H]9C[C@H](CC)[C@H]8[C@@H](C9)c7[nH]c6c5,,,,,,,,,,,,,,,,,,,,,,,6.64397414280688,,,,,,,
[O-]N(N=[O+]CC(=O)NCCCCNc1c2CCCCc2nc3ccccc13)N4CCCC4,,,,,,,,,,,,,,,,,,,,,,,7.29499204066666,,,,,,,
CN1Cc2cc(O)ccc2N(C)C1c3cc[nH]c3,,,,,,,,,,,,,,,,,,,,,,,3.9359165640364,,,,4.8153085691824,,,
COc1ccc(NC(=S)NCCC2CCN(CC3CCCCC3)CC2)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,,6.08618614761628,,,,
CN1C2N(CCCC2(O)c3ccccc13)C(=O)c4cccc(F)c4,,,,,,,,,,,,,,,,,,,,,,,,,9.95860731484177,,,,,
C[C@@H]1C[C@H]2CC(=O)[C@H]3C[C@H](O)CN4CC[C@@H](O)C23C4=C1,,,,,,,,,,,,,,,,,,,,,,,4.5543957967264,,,,,,,
COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,,,,,,,,,,,,,,,,,,,,,,,7.26760624017703,,,,,,,
CCOC(=O)N1CC[C@H]2[C@H](CCCN2CCNC(=O)c3ccccc3)C1,,2.92081875395237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N=C1Oc2ccc3C=CC(=O)Oc3c2C=C1C(=O)NC4CC4,,,,,,,,,,,,,,,,,,,,,,,,,6.09745322068601,,,,,
Fc1ccc(cc1)C2SCC(=O)N2c3ccc4OC(=O)C=Cc4c3,,,,,,,,,,,,,,,,,,,,,,,6.99139982823808,,,,,,,
Fc1ccccc1N2CCN(CC2)C(=O)COC3=CC(=O)Oc4ccccc34,,,,,,,,,,,,,,,,,,,,,,,,,4.91721462968355,,,,,
