smiles,pEC50_rM1,pEC50_hM1,pEC50_hM2,pEC50_hM4,pEC50_rM4,pEC50_hM5,pKi_rM1,pKi_hM2,pKi_hM3,pIC50_hM2,pIC50_rM2,pIC50_hM3,pIC50_hM4,pIC50_hM5,pKi_hM4,pKi_hM5,pIC50_hM1,pIC50_rM1,pKi_hM1,pKi_rM2,pKi_rM3,pIC50_AChE_HouseMouse,pIC50_AChE_human,pIC50_AChE_Cow,pIC50_AChE_eel,pIC50_AChE_BrownRat,pIC50_BChE_human,pKi_AChE_eel,pKi_AChE_human,pKi_BChE_human
C(CCCC[n+]1ccccc1)CCCC[n+]2ccccc2,,,,,,,,,,,,,,,,,,,,,,,5.69897000433602,,,,,,,
COC(=O)[C@@H]1CCCN1CCCCOc2ccc3C(=O)C=C(Oc3c2C)c4ccccc4,,,,,,,,,,,,,,,,,,,,,,,,,4.59687947882418,,5.41793663708829,,,
O=C1CNc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2C1,,,,,,,,,,,,,,,,,,,,,,,9.31875876262441,,,,,,,
COc1ccc(CN2C3=NC(=O)NC(=O)C3=Nc4ccccc24)cc1OC,,,,,,,,,,,,,,,,,,,,,,,4.48744900709579,,,,5.06803388527183,,,
COc1ccccc1C=C2CNCC3C(NC(=O)N=C23)c4ccccc4OC,,,,,,,,,,,,,,,,,,,,,,,,,4.39544996742874,,4.97061622231479,,,
COc1cc(\C=C\C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OCCCCCN4CCc5ccccc5C4,,,,,,,,,,,,,,,,,,,,,,,,,5.36351210364663,5.49349496759513,,,,
O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5,,,,,,,,,,8.4089353929735,,9,,,,,8.76955107862173,,,,,,,,,,,,,
Fc1cccc(Oc2ccc(CN3C(=O)C(=O)c4cc(OC(F)(F)F)ccc34)cc2)n1,,,,,,5.82390874094432,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2C=C(C(=O)NCCc3c[nH]c4ccccc34)C(=O)Oc12,,,,,,,,,,,,,,,,,,,,,,,,,5.55284196865778,,,,,
O=C1c2ccccc2c3nccc4c(OCCCN5CCCCC5)ccc1c34,,,,,,,,,,,,,,,,,,,,,,,,,7.65757731917779,,6.0433514207948,,,
COc1cc(ccc1OC(=O)N(C)C)C(C)N2CCCCC2,,,,,,,,,,,,,,,,,,,,,,,,,,6.95860731484177,,,,
CCCCCCCSc1nsnc1C2=CCCN(C)C2,,,,,,,,,,,,,,,,,,8.52287874528034,,,,,,,,,,,,
CCCCCCCCC(=O)NN=C1CC2(CCN(C)CC2)OC1C,,,,,,,5.04575749056067,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2CC[N+](=Cc2cc1O)C,,,,,,,,,,,,,,,,,,,,,,,,,4.79588001734407,,,,,
CC(C)NC(=O)c1ccc(cc1)C2(OCCO2)C3CCN(CC3)C4CCN(CC4)C(=O)c5cccc(C)c5N,,,,,,,,8.56863623584101,,,,,,,,,,,,,,,,,,,,,,
CN(C)Cc1oc(CSCCNc2cc(Nc3ccc(F)cc3)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1,,,,,,,,,,,5.35654732351381,,,,,,,,,,,,6.16749108729376,,,,,,,
COc1ccc(cc1OC)C(=O)C(CC2CCN(Cc3ccccc3)CC2)C(=O)C,,,,,,,,,,,,,,,,,,,,,,,,,5.59397105503639,,,,,
C[N+]1(C)[C@@H]2CC[C@@H]1CC(CC(O)(c3ccsc3)c4ccsc4)C2,,,,,,,,,,,,7.76955107862173,,,,,,,,,,,,,,,,,,
Cn1c(CNc2ccccc2)cc3cc(OCCCC4CCN(Cc5ccccc5)CC4)ccc13,,,,,,,,,,,,,,,,,,,,,,,,,7.07572071393812,,6.07058107428571,,,
Cc1onc(NC(=O)CS(=O)(=O)c2cn(Cc3cc(ccc3F)c4cn[nH]c4)c5ccccc25)c1,5.51286162452281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(ccc1O)C(=O)NNC(=O)c2ccc3c(COC3(CCCN(C)C)c4ccc(F)cc4)c2,,,,,,,,,,,,,,,,,,,,,,,,,3.95206348386192,,,,,
CN1[C@H]2N(CCc3ccccc3)CC[C@@]2(C)c4cc(OC(=O)NCCc5ccccc5)ccc14,,,,,,,,,,,,,,,,,,,,,,6.34678748622466,,,,,,,,
OC(CNc1ccc(Cl)cc1)CNc2ccc(cc2)c3oc4ccccc4n3,,,,,,,,,,,,,,,,,,,,,,,,,6.44009337496389,,,6.72124639904717,,
COc1ccc2C3Oc4ccc5[nH]c(C)c(C(=O)OCC=C)c5c4CN3CCc2c1,,,,,,,,,,,,,,,,5.64994590642097,,,5.88008458974201,,,,,,,,,,,
COc1ccc(CN2CCC(CC2)NCCCCCCCCn3ccc4ccccc34)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46852108295774,,,
CC(C)NC(=O)c1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(N)c4C)cc1,,,,,,,,8.79588001734407,,,,,,,,,,,,,,,,,,,,,,
CN1CCC=C(C1)c2nsnc2OCCCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3,,7.3767507096021,,7.45593195564972,,,,8.85387196432176,9.1000001283342,,,,6.39040559077478,,9.04999996985342,8.63827216398241,6.13018179202067,,9.03999992350218,,,,,,,,,,,
[I-].C[N+](C)(C)C[C@@H]1CO[C@@H](c2ccccc2)C(O1)(c3ccccc3)c4ccccc4,,,,,,,,,,,,,,,,5.84013215290743,,,6.25963731050576,,,,,,,,,,,
CN1CCCC1CCOC(=O)Nc2ccc(F)cc2c3ccc(F)c(F)c3,,,,,,,,,8.03574036980315,,,,,,,,,,,,,,,,,,,,,
OC1=C(CCC/C/1=C\c2cccc(Cl)c2Cl)C(=O)c3ccccc3,,,,,,,,,,,,,,,,,,,,,,,,,5.22914798835786,,,,,
Cc1ccc(cc1)S(=O)(=O)N2CCC3(Cc4ccccc4C)C2N(Cc5ccccc5C)c6ccccc36,,,,,,,,,,,,,,,,,,,,,,,,,9.95860731484177,,,,,
COc1cc(ccc1O)[C@H]2Oc3cc(O)c(C\C=C(/C)\CCC=C(C)C)c(O)c3C(=O)[C@@H]2O,,,,,,,,,,,,,,,,,,,,,,,4.31425826139774,,,,4.95078197732982,,4.16621562534352,4.73992861201492
Nc1c2CCCCc2nc3oc(cc13)c4ccc(Cl)cc4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63827216398241,,,
CC(C1=C(CCCN(C)C)Cc2ccccc12)c3ccccn3,,,,,,,,,,,,,,,,5.48999148705976,,,6.05012229596313,,,,,,,,,,,
CN(CCCCN1C(=O)c2ccccc2C1=O)Cc3ccccc3F,,,,,,,,,,,,,,,,,,,,,,,,,5.81758534756545,,,,,
CCCCN(C1CCN(CC1)c2ncnc3sc(C)c(C)c23)c4ccc(C)nc4,,,,,,,,,,,,,5.82390874094432,,,,,,,,,,,,,,,,,
CCN(CC)Cc1ccc(\C=C\2/Oc3cc(OC)c(OC)cc3C2=O)cc1O,,,,,,,,,,,,,,,,,,,,,,,6.15490195998574,,6.31336373073771,6.96657624451305,,,,
COc1ccccc1C(=O)Nc2ccc3CC(=O)NCc3c2,,,,,,,,,,,,,,,,,,,,,,,8.03151705144606,,,,,,,
COc1ccc(CNCCCCCCCNc2c3CCCCc3nc4ccccc24)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,7.6192462291961,,8.25884840114822,,,
O[C@H]1CCC[C@@H]1NC(=O)c2cc(Cc3ccc(Cl)nc3)c4ccccc4c2F,6.01412464269161,6.44009337496389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CC(=O)Nc4cccc(F)c4)CCC2CC3)c5cccs5,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
COc1cc2CCN(Cc3ccc(O)c(\C=N\O)c3)Cc2cc1OC,,,,,,,,,,,,,,,,,,,,,,,3.25235518067175,,,,,,,
Oc1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,,,5.39794000867204,,,,,,,
COc1ccc(CCNC(=O)C2(CCN(C)CC2)c3ccccc3)cc1,,,,,,,,,5.48280410205003,,,,,,,5.15676722190199,,,,,,,,,,,,,,
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3C=CC(=O)Oc3c2)c1,,,,,,,,,,,,,,,,,,,,,,,7.95860731484177,,,,,,,
CC(C)(C)OC(=O)C1=C(C[C@H](N([C@@H]1c2ccccc2)c3ccccc3)c4ccccc4)Nc5ccccc5,,,,,,,,,,,,,,,,,,,,,,,5.55392906429899,,,,,,,
CC(=CCO\N=C\1/CN2CCC1C2)C,,,,,,,,,,6.28483264215154,,,,,,,6.66554624884907,,,,,,,,,,,,,
CC[C@H]1C(O)SC[C@@H]1Cc2cncn2C,,,,,,,,,,,,,,,,,,6.54515513999149,,,,,,,,,,,,
COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OCCCN6CCCC6,,,,,,,,,,,,,,,,,,,,,,,,,7.03151705144607,,5.46597389394386,,,
Cc1nnc2sc3c(ncnc3c2c1C)N4CC5CC5C4,,,,7.67778070526608,7.44369749923271,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)c1ccc(cc1)C2=C3C=C(O)C(=O)C=C3Oc4cc(O)c(O)cc24,,,,,,,,,,,,,,,,,,,,,,,4.65757731917779,,,,,,,
Clc1cccc(OCCCCCCN2CCCCCC2)c1,,,,,,,,,,,,,,,,,,,,,,,,,5.26760624017703,,,,,
COc1ccc2CN(CCCCC(=O)NC34CC5CC(C)(CC(C)(C5)C3)C4)CC[C@@]67C=C[C@H](O)C[C@@H]6Oc1c27,,,,,,,,,,,,,,,,,,,,,,,,,,6.43297363384094,,,,
CC(=O)N(CCCCSc1c2CCCCc2nc3ccccc13)CCCNc4c5CCCCc5nc6ccccc46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32790214206428,9.95860731484177
C(CCCNC1=C2CCCCC2=NC3C=CCC=C13)CCCNc4c5CCCCc5nc6ccccc46,,,,,,,,,,,,,,,,,,,,,,,,,,9.39794000867204,,,,
COc1cc2CC(CC3CCN(Cc4ccc(O)c5ncccc45)CC3)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,4.67985371388895,,4.56383735295924,,,,,
Oc1ccc2OC(=CC(=O)c2c1)C(=O)NC3CCN(Cc4ccccc4)CC3,,,,,,,,,,,,,,,,,,,,,,,5.62708799702989,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)C(=O)N)C(=O)C)C1(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96217524941166,,
O=C(NCCCCCCNc1c2CCCCc2nc3ccccc13)c4cc5c6ccccc6[nH]c5c(n4)c7ccccc7,,,,,,,,,,,,,,,,,,,,,,,6.79860287567955,,6.89619627904404,,6.88941028970075,,,
COc1ccccc1CN(C)CCNC(=O)COc2ccc(cc2)C3=CC(=O)c4c(OC)c(OC)c(OC)cc4O3,,,,,,,,,,,,,,,,,,,,,,,,,4.87289520163519,,,,,
COc1cc2C\C(=C/C3CN(Cc4ccccc4)C3)\C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,6.15490195998574,,,,,
[I-].C[n+]1cccc2ccc3ccccc3c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85387196432176,,3.63827216398241
COc1ccc(cc1OC)C(=O)C(CCC2CCN(Cc3ccccc3)CC2)C(=O)C,,,,,,,,,,,,,,,,,,,,,,,,,6.42829116819131,,,,,
[I-].C[N+]12CCC(CC1)[C@H](C2)OC(=O)Nc3ncsc3c4cccc(Cl)c4,,,,,,,9.50863830616573,,,,,,,,,,,,,8.92081875395237,9.60205999132796,,,,,,,,,
CCN(CCCCOc1cc(O)c2C(=O)c3ccccc3Sc2c1)Cc4ccc(cc4)N(C)C,,,,,,,,,,,,,,,,,,,,,,,,,4.59516628338006,,,,,
Oc1cc2OC(=CC(=O)c2c(O)c1O)c3ccc(OC(=O)N4CCCCC4)cc3,,,,,,,,,,,,,,,,,,,,,,,,,,4.89962945488244,,,,
Clc1cccc(Cn2nncc2CNC(=O)C3=Cc4ccccc4OC3=O)c1Cl,,,,,,,,,,,,,,,,,,,,,,,,,4.6940041172292,,4.17386038206409,,,
Cc1cnc(cc1N)N2CCc3ccccc3C2,,,,,,,,,,,,,,,,,,,6.06048074738138,,,,,,,,,,,
Cc1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)C4(OCCO4)c5ccc(cc5)S(=O)(=O)c6ccc7OCOc7c6,,,,,,,,,,,,,,,,,,,,10.1870866433571,,,,,,,,,,
CN(C)CCCC1(OCc2cc(ccc12)C(=O)NNC(=O)c3cccc(Br)c3)c4ccc(F)cc4,,,,,,,,,,,,,,,,,,,,,,,,,3.93941546863913,,,,,
COc1cccc(c1)C2C(C(Cc3c[nH]cn3)NC24c5ccccc5c6nc7ccccc7nc46)[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,5.03621217265444,,,,,,,
C[C@@H](Cc1cccc(CC(=O)NCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
C[C@H](CN1[C@@H]2CC[C@H]1C[C@H](C2)OCC3CC3)Cn4ncc5cccc(C)c45,,7.60205999132796,6.88605664769316,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(C)C(=O)Oc1ccc2CCC(N)c2c1,,,,,,,,,,,,,,,,,,,,,,,5.13667713987954,,,,,,,
C[C@H]1OC[C@H](O1)[C@@H]2CCC[N+]2(C)C,,,,,,,,,,,,,,,,4.6399938677709,,,4.66999229912724,,,,,,,,,,,
COc1ccc(cc1)c2nc(NC(=O)C3CCN(Cc4cccc(F)c4)CC3)sc2c5ccc(OC)cc5,,,,,,,,,,,,,,,,,,,,,,,6.24412514432751,,,,,,,
CN(CCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4cccc(OC(=O)NCCCCCCCCN5CCOCC5)c4,,,,,,,,,,,,,,,,,,,,,,,7.56224943717961,,,,,,,
Oc1ccc(c(O)c1)c2nnc(s2)c3cc(Cl)cc(Cl)c3,,,,,,,,,,,,,,,,,,,,,,,,,4.34428545038129,,,,,
COc1ccc(CNCCCCN2CCN(CC(c3ccccc3)c4ccccc4)CC2)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,7.0087739243075,,6.48545224733971,,,
CCCC\C=C/CCCCCCCCCc1cccc(O)c1,,,,,,,,,,,,,,,,,,,,,,,,,4.76386598318457,,,,,
COc1ccc(cc1)S(=O)c2ccc(cc2)C(C#N)N3CCN(CC3)C4CCCCC4,,,,,,,,8.09691001300806,,,,,,,,,,,6.93181413825384,,,,,,,,,,,
COc1cccc(c1)C(=O)NCCCCC\C=[N+](/[O-])\C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,4.5654310959658,,,,,
OC(=O)C1=CN(Cc2ccc(cc2)c3ccccc3)c4c(F)cccc4C1=O,,6.42021640338319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)NCCNc1c2CCCCc2nc3ccccc13)c4ccc(c(F)c4)c5ccc(OCCCO[N+](=O)[O-])cc5,,,,,,,,,,,,,,,,,,,,,,,,,6.4672456210075,,8,,,
CCN(C)C(=O)Oc1ccc2CCN(CCC(=O)OC)c2c1,,,,,,,,,,,,,,,,,,,,,,,,3.32513885926219,,,5.16749108729376,,,
CCOC(=O)C1=C(C)Oc2nc3CCCCc3c(N)c2[C@H]1c4cccc(c4)[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,5.72010501998836,,,,,,,
C(CN1CCN(CC(c2ccccc2)c3ccccc3)CC1)NCc4cccnc4,,,,,,,,,,,,,,,,,,,,,,,,,7.53760200210104,,7.19382002601611,,,
CC1Cc2nc3nc(cc(c3c(N)c2C1)C(F)(F)F)c4ccccc4,,,,,,,,,,,,,,,,,,,,,,,5.02826040911222,,,,,,,
OC(C(=O)O[C@H]1C[N+]2(C\C=C\c3ccccc3)CCC1CC2)(c4occc4)c5ccccc5,,,,,,,,,,,,7.85387196432176,,,,,,,,,,,,,,,,,,
Cc1ccc(\C=C\2/CN(C\C(=C/c3ccc(C)cc3)\C2=O)C(=O)C[C@H]4C[C@H]5CCCN5[C@]46C(=O)Nc7ccccc67)cc1,,,,,,,,,,,,,,,,,,,,,,,4.69745262751251,,,,4.59859945921846,,,
COc1cc(OC)c(CC=C(C)C)c(c1CC=C(C)C)c2oc3cc(O)ccc3c2,,,,,,,,,,,,,,,,,,,,,,,,,4.56193254954651,,,,,
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)C(=Cc4cc(O)c(O)c(O)c4)Oc3c2)c1,,,,,,,,,,,,,,,,,,,,,,,8.52432881167557,,,,,,,
COc1ccc(cc1OC)[C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c3ccc(CNCC(C(=O)OC4CCN(C)CC4)c5ccccc5)s3,,,,,,,,,,,,8.25963731050576,,,,,,,,,,,,,,,,,,
Oc1cccc2C(=O)C(=CC(=O)c12)NCCNc3c4CCCCc4nc5cc(Cl)ccc35,,,,,,,,,,,,,,,,,,,,,,,9.14266750356873,,,,,,,
COc1cc2cc(sc2cc1OC)C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3,,,,,,,,,,,,,,,,,,,,,,,6.1771783546969,,,,,,,
CSP(=O)(C)OC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,4.15490195998574,,,,,,,
Cl.CN(C)C(=O)Oc1cccc(c1)C(O)CNc2ccccc2,,,,,,,,,,,,,,,,,,,,,,,,,4.17069622716897,,,,,
COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3,,,,,,,,,,,,,,,,,,,,,,,,,7.42021640338319,,6.08671609823958,,,
COc1ccc(cc1)c2nc(NC(=O)C3CCN(Cc4ccc(F)cc4)CC3)sc2c5ccc(OC)cc5,,,,,,,,,,,,,,,,,,,,,,,5.93554201077308,,,,,,,
Clc1cccc(Cn2cc(COc3ccc4C=C(C(=O)NC5CCN(Cc6ccccc6)CC5)C(=O)Oc4c3)nn2)c1Cl,,,,,,,,,,,,,,,,,,,,,,,,,5.48280410205003,,,,,
CN1C2CCC1CC(C2)OC(=O)N(Cc3ccsc3)c4ccccc4,,,,,,,,,,7.0423927129399,,7.56066730616974,,,,,7.13194363817696,,,,,,,,,,,,,
Fc1cccc(Oc2cc(ncn2)N3CCC(CC3)C(=O)N4CCc5ccccc5C4)c1,,,,,,,,,,,,,6.50863830616573,,,,,,,,,,,,,,,,,
[O-][N+](=O)c1ccc2oc(cc2c1)c3csc(NC(=O)Nc4ccc(I)cc4)n3,,,,,,,,,,,,,,,,,,,,,,,,,5.2572748686953,,5.69250396208679,,,
CN(CCC1CCN(Cc2ccc(C)cc2)CC1)C(=O)c3ccccc3,,,,,,,,,,,,,,,,,,,,,,4.387000003162,,,,,,,,
Nc1c2CC(CCc2nc3cc(ccc13)c4cncnc4)C(=O)NCCCc5ccccc5,,,,,,,,,,,,,,,,,,,,,,,,,7.38721614328026,,,,,
OC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c3c[nH]c4ccccc34,,,,,,,,,,,,,,,,,,,,,,,5.19382002601611,,,,,,,
Clc1cc(CO\N=C\C2C[NH+]3CCC2C3)on1,,,,,,,,,,,,,,,,,7.35654732351381,,,,,,,,,,,,,
COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc3ccccc3)N2C,,,,,,,4.21183162885883,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(N2CC(C2)NC(=O)c3ccc4nc(C)cc(C)c4c3)c(Cl)cn1,,,,,6.41680122603138,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C[n+]1ccccc1)N\N=C\c2ccc(\C=N\NC(=O)C[n+]3ccccc3)cc2,,,,,,,,,,,,,,,,,,,,,,,8.63827216398241,,,,,,,
COc1cc(cc(OC)c1OC)C(=O)NCCCCCCCC(=O)NNc2c3CCCCc3nc4ccccc24,,,,,,,,,,,,,,,,,,,,,,,7.76447155309245,,8.48811663902113,,,8.4907974776689,,
COc1ccc2[nH]cc(CCNC(=O)c3ccc(CN(C)Cc4ccccc4OC)cc3)c2c1,,,,,,,,,,,,,,,,,,,,,,,5.26760624017703,,,,,,,
Clc1cc2c(cccc2c(Cl)n1)S(=O)(=O)N3CC(C3)C(=O)N4CCN(CC4)c5ccncc5,,,,,,,,,,,,,,,,,5.25963731050576,,,,,,,,,,,,,
CN1CCC[C@H]1[C@H]2CS(=O)C(O2)(c3ccccc3)c4ccccc4,,,,,,,,6.25000102344165,6.32999548868363,,,,,,5.99000126995194,6.29000117197481,,,6.84001194961801,,,,,,,,,,,
CN(C)CC\C=C\1/c2ccccc2Sc3ccc(Cl)cc13,,,,,,,,7.55284196865778,7.65757731917779,,,,,,7.74472749489669,7.60205999132796,,,7.95860731484177,,,,,,,,,,,
O=C1N(Cc2ccc[n+](Cc3ccccc3)c2)N=Nc4ccccc14,,,,,,,,,,,,,,,,,,,,,,,,,6.76955107862173,,,,,
C#CCO\N=C\1/CN2CCC1C2,,6.05060999335509,,,,,,,,5.21968268785985,,,,,,,5.02181948306259,,,,,,,,,,,,,
COc1cc(\C=C\C(=O)NCCNc2c3CCCCc3nc4ccccc24)ccc1OCc5nc(C)c(C)nc5C,,,,,,,,,,,,,,,,,,,,,,,,,7.48148606012211,,,,,
CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3C(=O)c4ccccc4Oc3c2)C(C)C)c1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
Oc1ccc(cc1)c2nc3ccc(Cl)cc3[nH]2,,,,,,,,,,,,,,,,,,,,,,,,,4.83594470810655,,5.0695604052333,,,
CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(OS(=O)(=O)C(F)(F)F)cc24,,,,,,,,,,,,,,,,,6.30980391997149,,,,,,,,,,,,,
O=C1N(CCC2CCN(Cc3ccccc3)CC2)Cc4ccccc14,,,,,,,,,,,,,,,,,,,,,,7.0087739243075,7.0087739243075,,,,,,,
OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(=O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32239304727951,,,
COc1cc2C\C(=C/c3ccc(cc3)N(C)C)\C(=O)c2cc1OCCCCCN4CCCCC4,,,,,,,,,,,,,,,,,,,,,,,,,5.98632030270881,,5.61243222058281,,,
O=C(O[C@H]1CN2CCC1CC2)N3CC(c4ccccc4)c5ccccc5C3,,,,,,,7.2839966563652,,,,,,,,,,,,,,,,,,,,,,,
CCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3,,,,,,,,,7.76955107862173,,,,,,,,,,,,,,,,,,,,,
C[S+]([O-])c1ccc(CNC(=O)c2sc3nnc(C)c(C)c3c2N)cc1,,,,,6.85698519974591,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C2=CN3CCC2CC3,,,,,,,,6.38721614328026,6.13076828026902,,,,,,,,,,6.65757731917779,,,,,,,,,,,
COc1cc2CC3(C(C4CSCN4C35C(=O)Nc6ccc(cc56)[N+](=O)[O-])c7ccccc7Cl)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,5.67366413907125,,,,,
CCCCC1=CC2CC(C1)c3c(N)c4ccccc4nc3C2,,,,,,,,,,,,,,,,,,,,,,,,6.55284196865778,,,,,,
Clc1cccc(c1)C(OC2CC3CCC(C2)N3Cc4ccccc4)c5ccccc5,,,,,,,6.17134010346468,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(COc2ccc(cc2OCc3ccc(OC)cc3)c4cc(on4)\C=C/5\CN6CCC5C6)cc1,,,,,,,,,,,,,,,,,5.91080163319485,,,,,,,,,,,,,
CN(C)c1ccc(cc1)C2=CC(=O)c3ccc(OCC(=O)NCCCCCCCCNc4c5CCCCc5nc6ccccc46)cc3O2,,,,,,,,,,,,,,,,,,,,,,,,,7.02227639471115,,,,,
CN(CCCCN1C(=O)c2ccccc2C1=O)Cc3ccccc3,,,,,,,,,,,,,,,,,,,,,,,,,5.58502665202918,5.36653154442041,,,,
FC(F)(F)c1ccc(CN2CCN(CC2)c3nccc(NCc4ccccc4)n3)cc1,,,,,,,,,,,,,,,,,,,,,,,4.54060751224077,,,,,,,
Cc1nccc2c3ccc(O)cc3[nH]c12,,,,,,,,,,,,,,,,,,,,,,,,,5.09582563171584,,,,,
C[n+]1ccccc1CN=O,,,,,,,,,,,,,,,,,,,,,,,3.0565054840939,3.46092390120722,3.39794000867204,,,3.89790947448816,,
CCN(CC)CCNS(=O)(=O)Cc1ccc(cc1)C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,4.92081875395237,,,,,,,,
CN1CCC[C@H]1c2oc(cc2)[C@](O)(C3CCCCC3)c4ccccc4,,,,,,,,5.4899995395661,5.77999919071334,,,,,,5.50999935810905,5.80999905193034,,,5.90999956608739,,,,,,,,,,,
CC(=O)C1=C(C)NC(=NC1c2ccc(Br)cc2)SCC(=O)Nc3ccc(C)cc3,,,,,,,,,,,,,,,,,,,,,,,,,5.85698519974591,,4.27720160312909,,,
COc1ccc(Cn2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c4nccc(OC)c24)cc1,,6.69897000433602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCC(CC1)\C=C\C=C\2/Cc3ccccc3C2=O,,,,,,,,,,,,,,,,,,,,,,,8.52287874528034,,,,,,,
CCN1CCN(CC1)c2ccc(NC(=O)[C@H]3C[C@@H]3c4ccccc4)cc2Cl,,,,,,,,,,,4.53760200210104,,,,,,,5.93930215964639,,,,,,,,,,,,
Brc1cc(CO\N=C\2/C[NH+]3CCC2CC3)on1,,,,,,,,,,,,,,,,,7.14266750356873,,,,,,,,,,,,,
Fc1ccc(cc1)S(=O)(=O)N2CC(=O)N(CC2=O)S(=O)(=O)c3ccc(F)cc3,,,,,,,,,,,,,,,,,,,,,,,,,7.10790539730952,,,,,
CN1CCC=C(C1)c2nsnc2OCCCOCCC(=O)NCCCCCCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,,,7.6399749108106,,7.88008458974201,,,
O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C4c5ccccc5Oc6ccccc46,,,,,,,,,,7.52287874528034,,9.09691001300806,,,,,8.30980391997149,,,,,,,,,,,,,
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)Cc7cccc(c7)C(F)(F)F)[C@@]6(C)CC5=O,,,,,,,,,,,,,,,,,,,,,,,8.52287874528034,,8.04575749056067,,,,,
O=C(N1N=C(CC1c2ccccc2)c3c[nH]c4ccccc34)c5ccncc5,,,,,,,,,,,,,,,,,,,,,,,4.59311932995088,,,,,,,
CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4,,,,,,,,,,,,,,,,,,,5.55284196865778,,,,,,,,,,,
